,sample,sim_id,value
0,0,d9e821ca-c300-ea11-a2c3-c4346bcb1551,0.020887124053320997
0,1,dae821ca-c300-ea11-a2c3-c4346bcb1551,0.01982625815755333
0,11,e4e821ca-c300-ea11-a2c3-c4346bcb1551,0.01961370625261
0,5,dee821ca-c300-ea11-a2c3-c4346bcb1551,0.023852993347616664
0,17,7d3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.023532030581004337
0,7,e0e821ca-c300-ea11-a2c3-c4346bcb1551,0.02090103432046
0,52,8c3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.022083623639376663
0,15,e8e821ca-c300-ea11-a2c3-c4346bcb1551,0.02427586602026
0,47,873f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02938253130563333
0,22,963f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02330993077313967
0,43,833f1dd0-c300-ea11-a2c3-c4346bcb1551,0.01951716132099667
0,58,923f1dd0-c300-ea11-a2c3-c4346bcb1551,0.025616016814726
0,31,9f3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02908258275377
0,27,9b3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02302600462382667
0,38,a63f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02433142109898667
0,34,a23f1dd0-c300-ea11-a2c3-c4346bcb1551,0.03109061097465
0,93,b53f1dd0-c300-ea11-a2c3-c4346bcb1551,0.031221915339413334
0,87,af3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.01917644235312733
0,89,b13f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02691595243306667
0,83,ab3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.029222253564473333
0,97,b93f1dd0-c300-ea11-a2c3-c4346bcb1551,0.017667862873326667
0,102,be3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.0199673888727
0,108,c43f1dd0-c300-ea11-a2c3-c4346bcb1551,0.020678298592343335
0,98,ba3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.01902172875857
0,104,c03f1dd0-c300-ea11-a2c3-c4346bcb1551,0.021499861218135335
0,124,d33f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02391507944495
0,112,c83f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02933218404146
0,127,d73f1dd0-c300-ea11-a2c3-c4346bcb1551,0.035415275901753335
0,121,cd3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02838080295612667
0,64,dc3f1dd0-c300-ea11-a2c3-c4346bcb1551,0.014374693932896665
0,74,e63f1dd0-c300-ea11-a2c3-c4346bcb1551,0.02755047126393333
0,70,e23f1dd0-c300-ea11-a2c3-c4346bcb1551,0.015885676889937
0,8,e1e821ca-c300-ea11-a2c3-c4346bcb1551,0.02190397068297867
