Sample_Id,Sample,Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Scale_Factor_Age_a,Parasite_Density_Wave_Sigma,Immune_Modifier_Include_Age,Immune_Modifier_Include_Cumulative_Exposure
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000049,49,3.79463977860207,0.4690763007034378,9.902360020131663,0.7372028192043336,4.648796899315313,0.7162280743291385,0.4347873915175593,0.6355929883061011
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000050,50,2.083809967775732,0.5947227926557838,7.719928973665886,0.7463061832916769,3.989257430918813,0.6053113819071869,0.3453847488584633,0.3510392980310589
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000051,51,8.247685577819553,0.3127612791581941,9.817895503311679,0.4111426818794495,3.28473007614247,0.8968205023262177,0.03593488726033778,0.6994458832171567
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000052,52,5.595469690011723,0.4801116673770279,6.898226067310503,0.7857514889338294,3.957871526850989,0.781836886618378,0.1022666526938053,0.5804322051962212
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000053,53,4.123356690639154,0.7421908805439381,5.733808640459762,0.8756113041073805,4.928395735342542,0.7912782308065234,0.37570143228333,0.6814490565225568
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000054,54,3.544598659992888,0.538952021138948,4.842768197815934,0.7616339904906901,3.242744936740886,0.7901369865044918,0.0846755772491673,0.431880841554569
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000055,55,5.010940230207566,0.870441118750926,5.169886786935405,0.7231073385847122,4.689409175268143,0.7159372330187488,0.152530619815765,0.66432146140473
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000056,56,7.427358072532529,0.6236763444895457,6.608132371609599,0.8250945062040619,3.236266222223145,0.6496287307247893,0.2006242437492397,0.5820038759192596
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000057,57,5.689455552912587,0.6240520047653692,8.210067939906695,0.6300416696027272,3.108922433684243,0.8342265877424568,0.5755732516248206,0.8040611297849353
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000058,58,4.910497463870284,0.1910729547834885,6.939033565364385,0.6813138168795151,3.532275137187637,0.6897343956921378,0.09248491148673237,0.613497555598386
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000059,59,4.227499181955704,0.5719339012856938,6.051618822252446,0.9555017274006486,3.637639878419964,0.6741425880356119,0.1736894220510641,0.3266654754898169
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000060,60,9.207474777427556,0.7185408835474437,4.891343824904032,0.9686469255174225,4.746582739019495,0.6702396432273687,0.4263755989897159,0.8181008676282403
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000061,61,8.519968510300744,0.2817224383486758,6.814557668146596,0.8910995642582581,4.339220898345776,0.7725952620764684,0.05064218063934187,0.4287254759000428
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000062,62,6.474402442753046,0.07875633755334989,9.66377938167734,0.888125403535514,3.062624524579508,0.768663721359205,0.8099355968363277,0.6979476986207611
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000063,63,2.541166310545029,0.3278536649256554,9.89574619776468,0.7291059684293503,3.993422365346028,0.6608767813335952,0.8470640493542605,0.7105417214072708
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000064,64,1.50542739172042,0.8609672694876809,9.801372557062233,0.4714195801044281,3.116098521228735,0.6387290102016551,0.1109210842043622,0.6541274522319672
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000065,65,9.884762720955077,0.9911874925117894,8.963505339470487,0.9098307112098616,3.763845566194924,0.8282232299048216,0.1429081198063937,0.3811691719142118
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000066,66,0.3689827621341169,0.7110492735811123,6.665964836725035,0.7533120106454315,4.447057084245036,0.6949511729814362,0.3280072875336337,0.6412743912914155
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000067,67,3.945273835412675,0.9121183582540797,9.747537484742141,0.8751824832654369,3.980636537315628,0.7278567068112576,0.6796296534257481,0.6172820269700421
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000068,68,4.233312883286697,0.780014319398451,9.09167787531318,0.7059771258855455,3.422451707884275,0.6468538989812274,0.5306109957999658,0.4414166691831323
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000069,69,0.5089346391344919,0.8048557385649531,7.462113875118113,0.9189082956674128,3.05201793356678,0.6496444851313851,0.1542246296389907,0.4067963919468285
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000070,70,6.987713049290864,0.5167732018257662,8.447873326714404,0.9708337104030573,4.301782137131107,0.6268558311886046,0.6902855935047909,0.6092953697883011
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000071,71,6.325387276696909,0.3448693957887532,5.294943652104092,0.8802742413766191,3.777645401522159,0.8334613185576698,0.05597569518637054,0.6385700192747418
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000072,72,2.176687321716776,0.8057284356225936,7.789153783457569,0.4285507591091877,3.742548549803472,0.6613682538929837,0.7199032954626025,0.8272157204746863
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000073,73,7.421255732713354,0.7814241007551008,7.946111588939383,0.8682113260339623,3.066744019552444,0.8940545487956664,0.6996978207680861,0.8316968305986151
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000074,74,3.322377447875824,0.9324209761947339,5.31816641214744,0.4972752435144117,4.835611316753235,0.8729339668562466,0.003645977981596423,0.6481430689357671
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000075,75,3.182375554980359,0.4848517458543323,9.911328700080588,0.9474154796535249,3.525941891100254,0.7792875344587931,0.7719098498653187,0.6399931006207671
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000076,76,3.228569672110813,0.5666294377496314,4.652853543700318,0.8764400025542242,4.447457417458003,0.766203711386783,0.1712120129158754,0.6139022332761938
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000077,77,1.291373763925344,0.2093869078046806,9.999033847627192,0.957480984321838,3.33293078069174,0.7641961643933114,0.4707284959076697,0.4848620896785128
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000078,78,8.290333051028762,0.4323205242592041,9.806411816488245,0.9955040934355461,3.346192180670811,0.7166438026925873,0.2481192081741914,0.4254322523372668
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000079,79,7.32161253685844,0.5869699844148214,6.357541724577351,0.9488770505494591,3.211628922793727,0.9221812462644543,0.1348549723974351,0.6584175741159237
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000080,80,2.678620948649226,0.4634752062282577,9.871449423222797,0.798172017091693,4.725534365930874,0.829374949235008,0.2764971788012605,0.6317738262236416
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000081,81,4.500634568193217,0.66369996360971,9.814301576491154,0.8949074761663282,3.231258366108724,0.9401494847353268,0.8760770251620836,0.8119057333538094
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000082,82,4.728349592299011,0.8259611244616223,8.33994122435854,0.7509652872281615,4.009880627410372,0.7764347124011847,0.957336688681563,0.8111353333206891
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000083,83,1.466570397334936,0.3139936487216184,9.374537423151107,0.731836296946963,3.124641934511959,0.6306195011983756,0.3788605621001279,0.6015741552901513
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000084,84,6.635419591075083,0.5235126828292973,8.192190497367191,0.9217207431980852,4.01307179088086,0.81927123593169,0.07745827802115016,0.5299658611790804
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000085,85,1.081236951282333,0.191185169963323,7.450056081022465,0.6973540975511027,4.422797333708358,0.6155527470747983,0.3717196016089221,0.5722380090543074
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000086,86,0.1638461496001236,0.9710767283316456,5.730642483235471,0.9196374188652898,4.692280563195401,0.9833141313126619,0.08552823602265908,0.4874529287759413
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000087,87,3.772709791407374,0.8420970303306187,8.010652479982031,0.8260646200200975,3.392281064256514,0.6354917019255042,0.7756104565342812,0.6899343856694221
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000088,88,9.213264943475503,0.6724216593280855,4.815676131756932,0.7557381634742381,4.184125234982515,0.7066133723113833,0.1156568998166933,0.4306165234014997
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000089,89,2.261631606657235,0.2868019632582469,8.823862148578932,0.7860283077459037,3.987355650714449,0.7764911969085493,0.1494003543230906,0.6409085540757292
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000090,90,8.427031116300327,0.478174492383003,4.818866083318992,0.9204885433899311,4.635889453877958,0.8118068427727252,0.1068355156632927,0.4939418214218291
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000091,91,7.253691151292257,0.1148374264866777,5.461940666501123,0.5535825469790467,4.164729075253625,0.6616095080740031,0.007493747834963276,0.4033710212770099
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000092,92,7.798026331411227,0.7110191536186378,7.796772503176051,0.7469291546576893,4.664394074146415,0.7683145637367618,0.03451673709400481,0.5244454347084065
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000093,93,0.6782753061490842,0.6526518845691774,7.011557858267894,0.579256350078072,3.734945929035783,0.7133764192432439,0.6035277535224258,0.7920575363418368
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000094,94,1.451814515980883,0.5263844439502697,9.288121721797095,0.8109356161672286,4.683218824645319,0.9257548143662616,0.6705349678945971,0.8054593713539713
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000095,95,6.364065458820481,0.6141533274851104,9.794323820236391,0.8196208783354934,3.742541424820978,0.8704330111068301,0.08023247044957055,0.5158782081897116
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000096,96,5.249856123769357,0.7840566177523196,6.903452672698699,0.6989961101347439,3.791732599520633,0.6494664615760464,0.5443602899505391,0.7433349491783965
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000097,97,3.369979947113089,0.9681265119011411,9.643151546949017,0.5807805661819824,4.832833618784537,0.8106914234744577,0.8471922709941794,0.8130883692535877
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000098,98,5.651129829899922,0.3915931053488991,8.365003017514933,0.72240265229254,4.06516296193827,0.6276144089069365,0.526937884439105,0.6983770850918889
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000099,99,8.74737148263076,0.5228130401828447,9.73655631555824,0.9584584953032683,4.94484643036703,0.7104450602921104,0.1179323419961382,0.2745734539480026
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000100,100,4.479481605009535,0.8093761623412122,5.168092840749069,0.5940499663468565,4.544342783628281,0.7376219703389595,0.04829206835590456,0.5140887131683944
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000101,101,0.3700603834279605,0.8158479520377763,4.509628647461471,0.9144109430269685,4.542145188630126,0.6960576770337418,0.2651542757236241,0.6762614137729893
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000102,102,0.6793051031706566,0.1969434826700424,7.925159779365956,0.6702359927785432,3.352648730780623,0.6184714167548171,0.9857198989113795,0.8190166754942557
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000103,103,9.167415276106269,0.247283502258451,5.326902367852826,0.7710607358608328,3.720538040208237,0.7356794419542095,0.149990905485938,0.6823363978500154
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000104,104,2.098066601704737,0.8647382013937086,8.539444930244796,0.8703590244176335,3.230107527019893,0.7693858343985788,0.4686880685654811,0.5453861192513082
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000105,105,5.665510466623672,0.5290885406083008,5.758526247638621,0.6785872093135399,4.686955578622699,0.7195004424617701,0.468767490372254,0.7080649780775983
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000106,106,4.392660991750193,0.1682657038649642,7.835262828932235,0.8528658005370664,3.819518937271604,0.7544710333871331,0.580952060261821,0.7274382961477823
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000107,107,2.892263962564843,0.7741627945772082,9.464216474517427,0.9851700124662103,3.197074837627901,0.8385539355500666,0.3470090924880073,0.365126210818492
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000108,108,3.560798571677403,0.972288667549633,8.286703203807658,0.6192692464068286,3.277669530761742,0.7163189090262676,0.7340669303649291,0.7870091713691728
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000109,109,4.85996715468378,0.3858227288490052,9.548060609562443,0.9357930408529889,4.229355645596225,0.6779421979513046,0.4546279702012584,0.4252119524664255
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000110,110,0.6905229796856499,0.08509729402366566,9.474669007110197,0.8114268805510354,3.677299914080979,0.6288724049589491,0.2780065970956023,0.6142451697498886
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000111,111,3.888350234928945,0.1594370962667145,5.395732359440414,0.9286279297555514,3.934535562368457,0.6497088196953966,0.1788576962558533,0.3769951510211472
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000112,112,2.124889258696351,0.82983256817023,6.56288875877729,0.8162125455160544,4.558282311983419,0.7376719331430006,0.05193500344727132,0.3840108484453265
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000113,113,4.010322249629946,0.3129957790681734,9.286053112247973,0.9068391862977944,4.571692136400664,0.7194315228401778,0.9651721160452917,0.6662506405499848
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000114,114,2.1827613894622,0.6880520034964316,6.899100929088018,0.6506587821734883,3.575806235669779,0.6053865126809803,0.2652698982778712,0.623342583763829
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000115,115,6.148557171401059,0.3083383002483241,5.315851362622613,0.8218120593748045,4.855096465937315,0.8142798626723426,0.3079338811609897,0.728158393944973
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000116,116,4.856167632901598,0.154116910219377,9.519759184798657,0.9758587289557475,3.83090449274118,0.8908930299369275,0.3331226579732776,0.5731460071719562
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000117,117,7.302253188080886,0.9060841275603075,7.924023846676269,0.6604147243981344,3.759359486613497,0.7517529490542744,0.3450377138098375,0.7102548143180455
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000118,118,3.175101135428075,0.817978849315506,7.094184913328405,0.7262618518387262,3.142165385249556,0.6213806521144075,0.4039571301217643,0.6020422015585304
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000119,119,3.312930688386071,0.6364360048385215,6.763584822716568,0.8587523412901035,3.480824857931771,0.6027952588418886,0.1313124715945855,0.3346892866358476
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000120,120,8.81177555901447,0.004046044891984507,5.192090284102765,0.901892661080097,3.722034191831155,0.8704030814974062,0.0460711898427844,0.538095126402723
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000121,121,3.442807308182214,0.9801173772165536,8.174987191743783,0.6345435145972986,3.241485765849818,0.6193830050687177,0.3688082291738402,0.3642767007786963
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000122,122,9.497758873654,0.8898441511197325,8.164413774588734,0.9263238308285052,4.895358857721464,0.7989265426875823,0.3091591670367709,0.5712435479998162
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000123,123,8.588011851588794,0.4895998344503757,9.48883553118573,0.6554845232485447,3.29750883986842,0.688112096253602,0.9724400458064196,0.7263466672884106
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000124,124,9.842724253448395,0.4381872617472934,5.272443087272228,0.6949072240915711,3.296596012767731,0.7551628074837888,0.1086948176251709,0.37123881775506
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000125,125,3.139739450212406,0.04336704805215448,4.939377509425197,0.9798524997679559,4.923843549057229,0.9185231883625071,0.1257926496852376,0.5793439930364116
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000126,126,9.95205296634131,0.8176219407559757,7.748720745952006,0.9266346070979795,4.560935462939241,0.7068514236276003,0.6581952629062683,0.6684643412859178
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000127,127,8.802976328810667,0.8515183645737633,8.62340651526434,0.823703327391234,3.531166953620331,0.7603647408556252,0.5157375297707757,0.6942958426156062
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000128,128,0.9766310114832443,0.4785932229406449,7.237502455407487,0.8233869898290496,3.721094176676896,0.605198579041287,0.2370329197778645,0.3595746731451327
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000129,129,0.3752127199746237,0.7017595508381405,8.136299807560146,0.6672081389447404,4.637241090703676,0.7483974541239514,0.8704671320796108,0.796226317393365
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000130,130,2.448526075332322,0.8570474943761232,6.285567369275454,0.71498118186369,4.960797813676438,0.8521458014598489,0.0755602811859915,0.6571696597985137
