Sample_Id,Sample,Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Scale_Factor_Age_a,Parasite_Density_Wave_Sigma,Immune_Modifier_Include_Age,Immune_Modifier_Include_Cumulative_Exposure
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000000,0,4.272025141511524,0.8090104659190367,6.772211661637545,0.9078845144625306,3.555922109646906,0.8683421929713236,0.5511985269736528,0.808479838960261
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000001,1,7.667221400620692,0.9060357295113063,9.812810160328283,0.6422016441365257,3.607425026237312,0.7457725981120724,0.00718004517613223,0.4467995965455793
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000002,2,1.307403407101128,0.8718901019490559,9.108892636903034,0.7619449174341483,3.771000530344236,0.7945441904842918,0.1296941269312864,0.6015132682952408
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000003,3,5.161346628162029,0.1072543580952411,4.633328454463285,0.6042747863102605,3.140111959927673,0.6361757041139298,0.06327001246051238,0.4388299959306208
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000004,4,1.71589454843456,0.3396923544774483,7.698960979740805,0.8192743624944392,4.472260589208512,0.9022694019101343,0.3955730190811242,0.7403408823346533
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000005,5,7.372502914203254,0.7936245996675044,6.234527096863608,0.8742156930203394,3.574262544901203,0.8318148985840383,0.3306494319825435,0.6691278102523267
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000006,6,9.737297149445677,0.9558234898607035,6.546748286171635,0.2689017543031912,4.014977482617763,0.6751429854494353,0.5334190621812043,0.8587351215415495
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000007,7,6.157227683505643,0.09602737137958582,5.18644969915584,0.589404920825635,3.109913700280395,0.7245810205542044,0.04940299442695426,0.507521375758202
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000008,8,7.833076877980599,0.847813505467903,9.982292372161607,0.4981967158847819,4.752287930923226,0.6603825103485453,0.09002481162749902,0.5989691652475766
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000009,9,3.439157543859435,0.6991554636445858,7.257118242907296,0.8963401747456763,3.753296986704085,0.9893778754885963,0.502369712066444,0.7666091662379386
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000010,10,0.3172679552269681,0.6152060152289781,8.808732625344781,0.6745855035560764,4.366970410371876,0.7882038837641979,0.8627638272783746,0.8350557770426014
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000011,11,8.787224195917068,0.8406886415051612,5.571310560955611,0.8118345179567039,4.19356521831449,0.8529594838436749,0.09716001503269535,0.5574470652086579
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000012,12,2.402555135093607,0.5594079630889531,7.397982275380174,0.9439966656222054,4.330374577995109,0.6788051523043419,0.1925425557826197,0.3181063511042944
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000013,13,6.718152532945496,0.04225495475608875,8.65923576506006,0.8785443173242105,3.393649391810977,0.7271653626079391,0.5333049245587824,0.7054824193062237
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000014,14,0.1575843076372005,0.4592101728050498,8.362907253262877,0.7603146754507254,3.788917127411278,0.6918188035775649,0.001132439527910485,0.4382281256654249
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000015,15,1.118366028838958,0.02104958982646638,6.584722388701146,0.9574940597825612,3.592827862422807,0.6843452371106318,0.512617010049537,0.6916675657809952
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000016,16,5.731866456020175,0.6167672819910774,7.262807061185282,0.9924449938513933,4.989717239693268,0.9195539807883549,0.126140719049972,0.5717211433103654
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000017,17,8.040313780261023,0.3548191205472389,9.5223760538778,0.6815343910893995,3.254202623217632,0.6241309831247008,0.6698197591984175,0.6785316847857109
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000018,18,3.602342165524433,0.5056705357353102,4.942108365611632,0.8436748535234392,3.509155339126715,0.7624476461785903,0.3301179684958952,0.7047105005542839
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000019,19,3.96984031436435,0.4061648181223503,9.700101943523284,0.8442115983068915,3.478862319885216,0.6154118911982475,0.2900144747099938,0.3448624062757668
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000020,20,6.154701495376647,0.3508080197724639,6.984409701703084,0.7330060939634586,3.306534610884843,0.7023234460775285,0.3308272885315146,0.6508100187872413
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000021,21,3.813544933821011,0.8750879095255141,5.571569637383858,0.4355384797865602,4.92289970639148,0.6805315946387352,0.003334875279630832,0.4338613809831409
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000022,22,2.863741740517201,0.6577774490957411,8.934715846399788,0.7980565929139961,4.023710390535196,0.6635682942468242,0.2245065035936419,0.3115137309162197
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000023,23,0.3925854289398404,0.452224974927142,8.529996400334653,0.7536314910135639,3.846746039862651,0.6258367482346864,0.8908489698481877,0.6991060252191389
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000024,24,7.579404219726399,0.7256830049176687,8.376120124481652,0.7984123380963657,3.19553504217421,0.6850097680593992,0.2764305714479754,0.6235893077915433
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000025,25,6.386047130795367,0.8374879675989452,5.811160839570407,0.5020449660134441,3.571793031915572,0.7168837413892084,0.1220931261104295,0.636929326602283
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000026,26,0.244992813347724,0.5062501450531798,7.033631363633726,0.9274482154937627,3.243888363223102,0.6072294854143291,0.4632053802791278,0.5392717359184944
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000027,27,9.096545282827975,0.8633060648622345,9.399997335159732,0.8249144471053658,3.998313296764596,0.648265829252435,0.8628460965362693,0.7258836988157781
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000028,28,7.18122978250138,0.4995551526274336,8.795869352885449,0.8061048442716402,4.944297125921202,0.7008187054160777,0.3483836656075794,0.6548848974305714
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000029,29,1.942997535716349,0.9476102810592143,6.23892327517486,0.9564006610410994,4.959494979264234,1.008889174778229,0.2822968673558014,0.6940832282301791
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000030,30,8.309716745374818,0.4124444382925589,6.340600478011876,0.8752823406147511,3.078902699128212,0.806102230212822,0.1685700173694717,0.6396741209664036
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000031,31,0.139060305684331,0.3048376218371088,8.162254529957044,0.8563734423632011,3.474392592511622,0.6962109277076295,0.5569174177230991,0.7172529184633686
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000032,32,5.535135634118729,0.9344101003758098,9.327543194572756,0.8366308719573065,4.067784192183828,0.6596557193820167,0.2858794852489785,0.269084537280748
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000033,33,0.3440713833071607,0.851100296029564,4.936516910495,0.4546881341251281,3.273567571022184,0.7018612349877593,0.0341710586619729,0.5744685221108936
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000034,34,5.33617785282913,0.1743149008059183,7.511661256911097,0.7921875996874861,4.646247714178767,0.7077657990055234,0.7506409379601872,0.8009458789321598
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000035,35,1.743251415917807,0.8638883845063162,5.57291462697957,0.8851868116089544,3.068974418210817,0.9754987618189706,0.1213576946833432,0.578183620824532
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000036,36,3.39587573240193,0.9785376631231876,9.916390420023633,0.821317914365422,4.725477647637689,0.7665350465971075,0.7877584211549492,0.646003945445452
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000037,37,4.805641533809283,0.7883337797962809,9.684151232327249,0.9965212878435661,3.517382142856656,1.081685596003328,0.04303225178172043,0.4393224407810685
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000038,38,6.985711521682234,0.2376203732125175,5.061344813714487,0.9066551288661968,3.406278761407631,0.619577559668422,0.3426451460024401,0.7260192013567014
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000039,39,9.518787698468433,0.2623242222209988,9.769879656296332,0.6721220360788825,3.070746253256747,0.6552569683559993,0.8482001399195936,0.7179042269113782
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000040,40,7.569829981643902,0.2795431854796658,7.7337360387998,0.9140283588713178,3.050937057410552,0.6087435924470332,0.9862788460559282,0.8300586084088354
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000041,41,2.757456858237435,0.915525338646067,9.679295840853866,0.8007122957167246,4.730930145909976,0.6345545548198039,0.2597218136288074,0.5199242227063705
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000042,42,3.058724878766366,0.7180114067794678,9.233363790827347,0.9725762270895141,3.473214998180628,0.8929826207405375,0.1619566513809212,0.5440797412208259
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000043,43,9.235860284060786,0.5377068464654735,9.762134186944738,0.8821454897492835,3.555434064104148,0.6638040031881174,0.1438745982624818,0.3045544293738385
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000044,44,0.8906647229616531,0.4507486006707288,6.232932545241679,0.7134574275710924,4.244208023267507,0.6714462585829147,0.3897199579878626,0.644026806163757
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000045,45,8.365159362134492,0.1607070483012695,5.505600562991587,0.8646472225747668,3.493172655764043,0.8600021379309741,0.04144743763580885,0.3539891302788759
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000046,46,6.413162775464341,0.9358548141397764,5.096935186872031,0.8550714182329628,3.372667296728034,0.72392754320832,0.256599631090044,0.6123125951883454
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000047,47,7.930476769678355,0.6307555985339851,9.020877293650699,0.8530028829176447,4.601890368187853,0.9025418116254447,0.9115929805676762,0.8085773291785098
7d95a4cd-dd60-ea11-a2c5-c4346bcb1550.000048,48,5.475513520786786,0.4946053190337648,8.630344417327883,0.5738970529596362,3.795477671539138,0.7187132698130928,0.9236677101102294,0.8279075012969698
