,sample,sim_id,season,age_bin,density_bin,value
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,1,50,0.6352201257862
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,4,50,0.23870967741937
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,8,50,0.2809523809524
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,18,50,0.48481561822128
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,28,50,0.6992385786801699
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,43,50,0.60384615384614
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,125,50,0.6000000000000201
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,1,500,0.0817610062893
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,4,500,0.19677419354837
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,8,500,0.5357142857143
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,18,500,0.46963123644249
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,28,500,0.27030456852789
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,43,500,0.2948717948718
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,125,500,0.35277777777778
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,1,2000000,0.2830188679245
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,4,2000000,0.5645161290323
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,8,2000000,0.1833333333333
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,18,2000000,0.04555314533623
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,28,2000000,0.03045685279188
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,43,2000000,0.1012820512821
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,125,2000000,0.04722222222222
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,1,50,1.0
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,4,50,0.925000000000033
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,8,50,0.95952380952381
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,18,50,0.97077244258875
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,28,50,0.97976878612713
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,43,50,0.98717948717953
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,125,50,0.9753623188405599
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,1,500,0.0
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,4,500,0.016666666666666
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,8,500,0.014285714285715
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,18,500,0.024008350730694003
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,28,500,0.007225433526011
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,43,500,0.01282051282051
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,125,500,0.021739130434787
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,1,2000000,0.0
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,4,2000000,0.05833333333333
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,8,2000000,0.02619047619048
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,18,2000000,0.005219206680585
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,28,2000000,0.01300578034682
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,43,2000000,0.0
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,DH2,125,2000000,0.002898550724638
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,1,50,0.61538461538459
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,4,50,0.51655629139072
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,8,50,0.43301435406699995
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,18,50,0.59270833333337
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,28,50,0.82280219780218
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,43,50,0.83549222797924
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,125,50,0.88888888888892
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,1,500,0.04807692307692
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,4,500,0.06291390728477
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,8,500,0.35406698564600003
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,18,500,0.38437500000003
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,28,500,0.13873626373624
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,43,500,0.14896373056993
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,125,500,0.111111111111078
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,1,2000000,0.3365384615385
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,4,2000000,0.4205298013245
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,8,2000000,0.2129186602871
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,18,2000000,0.02291666666667
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,28,2000000,0.03846153846154
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,43,2000000,0.01554404145078
0,1,0d8972df-3e3d-ea11-a2c3-c4346bcb1551,W2,125,2000000,0.0
0,16,1c8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,1,50,0.42142857142861
0,16,1c8972df-3e3d-ea11-a2c3-c4346bcb1551,DC2,4,50,0.01166666666667
