,sample,sim_id,value
0,0,9f06f1ac-1707-ea11-a2c3-c4346bcb1551,0.15449062990705728
0,52,6456efb2-1707-ea11-a2c3-c4346bcb1551,0.06275189724824848
0,2,a206f1ac-1707-ea11-a2c3-c4346bcb1551,0.10080104707187967
0,66,8656efb2-1707-ea11-a2c3-c4346bcb1551,0.28333871534262306
0,56,6856efb2-1707-ea11-a2c3-c4346bcb1551,0.13249754923904963
0,7,4b56efb2-1707-ea11-a2c3-c4346bcb1551,0.2867921399787009
0,99,3c97ecb8-1707-ea11-a2c3-c4346bcb1551,0.09848140462179454
0,21,6d56efb2-1707-ea11-a2c3-c4346bcb1551,0.10320955845713754
0,11,4f56efb2-1707-ea11-a2c3-c4346bcb1551,0.22024554752260928
0,73,9156efb2-1707-ea11-a2c3-c4346bcb1551,0.24684990651744435
0,13,5156efb2-1707-ea11-a2c3-c4346bcb1551,0.2257849476168835
0,124,4297ecb8-1707-ea11-a2c3-c4346bcb1551,0.08636340948486398
0,75,9556efb2-1707-ea11-a2c3-c4346bcb1551,0.21948592236303532
0,77,9956efb2-1707-ea11-a2c3-c4346bcb1551,0.14110737949783111
0,27,7356efb2-1707-ea11-a2c3-c4346bcb1551,0.050253926779792825
0,17,5556efb2-1707-ea11-a2c3-c4346bcb1551,0.2740156746470362
0,128,4697ecb8-1707-ea11-a2c3-c4346bcb1551,0.22020909936006397
0,80,a956efb2-1707-ea11-a2c3-c4346bcb1551,0.09018681276218825
0,31,7756efb2-1707-ea11-a2c3-c4346bcb1551,0.2743206514868911
0,41,5956efb2-1707-ea11-a2c3-c4346bcb1551,0.26771936015065073
0,42,5a56efb2-1707-ea11-a2c3-c4346bcb1551,0.24333242725201143
0,84,ae56efb2-1707-ea11-a2c3-c4346bcb1551,0.1338578715093689
0,135,5597ecb8-1707-ea11-a2c3-c4346bcb1551,0.04141524246109488
0,46,5e56efb2-1707-ea11-a2c3-c4346bcb1551,0.29148333528859405
0,86,b056efb2-1707-ea11-a2c3-c4346bcb1551,0.027290917962587955
0,36,7c56efb2-1707-ea11-a2c3-c4346bcb1551,0.048687939939256054
0,48,6056efb2-1707-ea11-a2c3-c4346bcb1551,0.28295051707342095
0,139,5997ecb8-1707-ea11-a2c3-c4346bcb1551,0.2774733810912369
0,90,b456efb2-1707-ea11-a2c3-c4346bcb1551,0.19840988674990095
0,140,5a97ecb8-1707-ea11-a2c3-c4346bcb1551,0.2912196024925529
0,62,8256efb2-1707-ea11-a2c3-c4346bcb1551,0.12282504381669489
0,150,6d97ecb8-1707-ea11-a2c3-c4346bcb1551,0.23044381373188322
0,94,b856efb2-1707-ea11-a2c3-c4346bcb1551,0.18377296906813342
0,161,8b97ecb8-1707-ea11-a2c3-c4346bcb1551,0.05892946569322344
0,192,9475e7be-1707-ea11-a2c3-c4346bcb1551,0.29673694125845174
0,153,7397ecb8-1707-ea11-a2c3-c4346bcb1551,0.12003706013523478
0,194,9875e7be-1707-ea11-a2c3-c4346bcb1551,0.293159161193038
0,224,b375e7be-1707-ea11-a2c3-c4346bcb1551,0.2897763571890198
0,155,7797ecb8-1707-ea11-a2c3-c4346bcb1551,0.12647371934930224
0,165,8f97ecb8-1707-ea11-a2c3-c4346bcb1551,0.16476729629759918
0,167,9197ecb8-1707-ea11-a2c3-c4346bcb1551,0.2720074442646394
0,198,a075e7be-1707-ea11-a2c3-c4346bcb1551,0.26428363205440314
0,228,b775e7be-1707-ea11-a2c3-c4346bcb1551,0.2148176382027754
0,200,a597ecb8-1707-ea11-a2c3-c4346bcb1551,0.28212883161080116
0,171,9597ecb8-1707-ea11-a2c3-c4346bcb1551,0.20922480381210412
0,101,5e97ecb8-1707-ea11-a2c3-c4346bcb1551,0.26842118129334464
0,202,a997ecb8-1707-ea11-a2c3-c4346bcb1551,0.2702808577013684
0,102,6097ecb8-1707-ea11-a2c3-c4346bcb1551,0.17010293763532935
0,233,bc75e7be-1707-ea11-a2c3-c4346bcb1551,0.23054440707694793
0,104,6497ecb8-1707-ea11-a2c3-c4346bcb1551,0.26205518927835825
0,175,9997ecb8-1707-ea11-a2c3-c4346bcb1551,0.2525895166297893
0,176,9a97ecb8-1707-ea11-a2c3-c4346bcb1551,0.24480718115730413
0,106,6897ecb8-1707-ea11-a2c3-c4346bcb1551,0.17698943162711683
