,sample,sim_id,season,age_bin,density_bin,value
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,1,50,0.40527577937652
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,4,50,0.08706677937447
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,8,50,0.025341685649198
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,18,50,0.00314621626097
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,28,50,0.0
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,43,50,0.0
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,125,50,0.0
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,1,500,0.11270983213429
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,4,500,0.14792899408284
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,8,500,0.08342824601367
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,18,500,0.025500910746813002
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,28,500,0.002317703690497
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,43,500,0.011866920957831002
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,125,500,0.0058835889892833995
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,1,2000000,0.4820143884892
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,4,2000000,0.7650042265427
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,8,2000000,0.8912300683371
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,18,2000000,0.9713528729922
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,28,2000000,0.9976822963095
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,43,2000000,0.9881330790422
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DC2,125,2000000,0.9941164110107
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,1,50,0.78429423459247
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,4,50,0.34242878560718
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,8,50,0.16704740148486
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,18,50,0.04977674880106
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,28,50,0.011794138670479
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,43,50,0.021555555555559
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,125,50,0.0088172043010749
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,1,500,0.027833001988069997
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,4,500,0.15442278860570002
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,8,500,0.14163335237007
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,18,500,0.11212171324624
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,28,500,0.05432451751251
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,43,500,0.07577777777777
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,125,500,0.05311827956989999
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,1,2000000,0.1878727634195
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,4,2000000,0.5031484257871
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,8,2000000,0.6913192461451
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,18,2000000,0.8381015379527
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,28,2000000,0.933881343817
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,43,2000000,0.9026666666667
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,DH2,125,2000000,0.938064516129
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,W2,1,50,0.58793542905689
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,W2,4,50,0.3796465569774
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,W2,8,50,0.258761682243
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,W2,18,50,0.12698150594451
0,1,bf2f690d-fc07-ea11-a2c3-c4346bcb1551,W2,28,50,0.061163160685873
