,sample,sim_id,season,age_bin,density_bin,value
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,1,50,0.22907949790799
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,4,50,0.002278645833333
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,8,50,0.001168907071888
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,18,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,28,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,43,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,125,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,1,500,0.06380753138075
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,4,500,0.053059895833340004
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,8,500,0.014319111630624999
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,18,500,0.0009417462666487
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,28,500,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,43,500,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,125,500,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,1,2000000,0.7071129707113
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,4,2000000,0.9446614583333
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,8,2000000,0.9845119812975
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,18,2000000,0.9990582537334
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,28,2000000,1.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,43,2000000,1.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DC2,125,2000000,1.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,1,50,0.6539162112932899
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,4,50,0.12419047619048
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,8,50,0.021410219811589998
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,18,50,0.0025988236903298997
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,28,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,43,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,125,50,0.0
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,1,500,0.06010928961749
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,4,500,0.14019047619047
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,8,500,0.05937767627748
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,18,500,0.028723840787849002
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,28,500,0.011131386861314
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,43,500,0.012560386473428
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,125,500,0.016273732526599
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,1,2000000,0.2859744990893
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,4,2000000,0.735619047619
0,1,580d8cc5-fb07-ea11-a2c3-c4346bcb1551,DH2,8,2000000,0.9192121039109
