Sample_Id,Sim_Id,Result
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000000,8e31ae50-8c3c-ea11-a2c3-c4346bcb1551,0.4952380952381
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000001,8f31ae50-8c3c-ea11-a2c3-c4346bcb1551,0.41111111111109994
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000002,9031ae50-8c3c-ea11-a2c3-c4346bcb1551,0.23333333333332998
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000003,9131ae50-8c3c-ea11-a2c3-c4346bcb1551,0.8543689320389001
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000004,9231ae50-8c3c-ea11-a2c3-c4346bcb1551,1.0
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000005,9331ae50-8c3c-ea11-a2c3-c4346bcb1551,0.5882352941176999
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000006,9431ae50-8c3c-ea11-a2c3-c4346bcb1551,0.90833333333333
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000007,9531ae50-8c3c-ea11-a2c3-c4346bcb1551,0.49444444444448
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000008,9631ae50-8c3c-ea11-a2c3-c4346bcb1551,0.7333333333333599
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000009,9731ae50-8c3c-ea11-a2c3-c4346bcb1551,0.64
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000010,9831ae50-8c3c-ea11-a2c3-c4346bcb1551,0.4533333333334
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000011,9931ae50-8c3c-ea11-a2c3-c4346bcb1551,0.7880794701986299
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000012,cb49a856-8c3c-ea11-a2c3-c4346bcb1551,0.7207547169810999
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000013,cc49a856-8c3c-ea11-a2c3-c4346bcb1551,0.58241758241757
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000014,cd49a856-8c3c-ea11-a2c3-c4346bcb1551,0.8583333333333001
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000015,ce49a856-8c3c-ea11-a2c3-c4346bcb1551,0.992537313432864
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000016,cf49a856-8c3c-ea11-a2c3-c4346bcb1551,0.5777027027027
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000017,d049a856-8c3c-ea11-a2c3-c4346bcb1551,0.64285714285713
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000018,d149a856-8c3c-ea11-a2c3-c4346bcb1551,0.8053097345133
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000019,d249a856-8c3c-ea11-a2c3-c4346bcb1551,0.78
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000020,db49a856-8c3c-ea11-a2c3-c4346bcb1551,0.91904761904761
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000021,dd49a856-8c3c-ea11-a2c3-c4346bcb1551,0.69273743016757
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000022,df49a856-8c3c-ea11-a2c3-c4346bcb1551,0.52083333333333
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000023,e149a856-8c3c-ea11-a2c3-c4346bcb1551,0.6791666666666999
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000024,e349a856-8c3c-ea11-a2c3-c4346bcb1551,0.6666666666666999
37ba9749-8c3c-ea11-a2c3-c4346bcb1551.000025,e649a856-8c3c-ea11-a2c3-c4346bcb1551,0.8333333333333001
