Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Scale_Factor_Age_a,Parasite_Density_Wave_Sigma,Immune_Modifier_Include_Age,Immune_Modifier_Include_Cumulative_Exposure
4.272025141511524,0.8090104659190367,6.772211661637545,0.9078845144625306,3.5559221096469065,0.8683421929713236,0.5511985269736528,0.808479838960261
7.667221400620692,0.9060357295113063,9.812810160328283,0.6422016441365257,3.607425026237312,0.7457725981120724,0.00718004517613223,0.44679959654557927
1.3074034071011278,0.8718901019490559,9.108892636903034,0.7619449174341483,3.7710005303442364,0.7945441904842918,0.12969412693128637,0.6015132682952408
5.161346628162029,0.10725435809524109,4.633328454463285,0.6042747863102605,3.1401119599276734,0.6361757041139298,0.06327001246051238,0.43882999593062083
1.71589454843456,0.3396923544774483,7.698960979740805,0.8192743624944392,4.472260589208512,0.9022694019101343,0.39557301908112424,0.7403408823346533
7.372502914203254,0.7936245996675044,6.234527096863608,0.8742156930203394,3.5742625449012033,0.8318148985840383,0.33064943198254354,0.6691278102523267
9.737297149445677,0.9558234898607035,6.546748286171635,0.26890175430319124,4.014977482617763,0.6751429854494353,0.5334190621812043,0.8587351215415495
6.157227683505643,0.09602737137958582,5.1864496991558395,0.589404920825635,3.1099137002803947,0.7245810205542044,0.049402994426954255,0.507521375758202
7.8330768779805995,0.847813505467903,9.982292372161607,0.4981967158847819,4.752287930923226,0.6603825103485453,0.09002481162749902,0.5989691652475766
3.439157543859435,0.6991554636445858,7.257118242907296,0.8963401747456763,3.7532969867040853,0.9893778754885963,0.502369712066444,0.7666091662379386
0.3172679552269681,0.6152060152289781,8.808732625344781,0.6745855035560764,4.366970410371876,0.7882038837641979,0.8627638272783746,0.8350557770426014
8.787224195917068,0.8406886415051612,5.571310560955611,0.8118345179567039,4.1935652183144905,0.8529594838436749,0.09716001503269535,0.5574470652086579
2.402555135093607,0.5594079630889531,7.3979822753801745,0.9439966656222054,4.330374577995109,0.6788051523043419,0.19254255578261967,0.3181063511042944
6.718152532945496,0.04225495475608875,8.65923576506006,0.8785443173242105,3.3936493918109774,0.7271653626079391,0.5333049245587824,0.7054824193062237
0.15758430763720047,0.4592101728050498,8.362907253262877,0.7603146754507254,3.788917127411278,0.6918188035775649,0.0011324395279104851,0.43822812566542485
1.1183660288389576,0.021049589826466382,6.584722388701146,0.9574940597825612,3.5928278624228067,0.6843452371106318,0.512617010049537,0.6916675657809952
5.731866456020175,0.6167672819910774,7.262807061185282,0.9924449938513933,4.989717239693268,0.9195539807883549,0.12614071904997204,0.5717211433103654
8.040313780261023,0.35481912054723885,9.5223760538778,0.6815343910893995,3.2542026232176315,0.6241309831247008,0.6698197591984175,0.6785316847857109
3.6023421655244334,0.5056705357353102,4.942108365611632,0.8436748535234392,3.5091553391267145,0.7624476461785903,0.3301179684958952,0.7047105005542839
3.9698403143643497,0.4061648181223503,9.700101943523284,0.8442115983068915,3.478862319885216,0.6154118911982475,0.2900144747099938,0.3448624062757668
6.154701495376647,0.3508080197724639,6.9844097017030835,0.7330060939634586,3.306534610884843,0.7023234460775285,0.33082728853151455,0.6508100187872413
3.813544933821011,0.8750879095255141,5.571569637383858,0.4355384797865602,4.92289970639148,0.6805315946387352,0.0033348752796308317,0.4338613809831409
2.8637417405172005,0.6577774490957411,8.934715846399788,0.7980565929139961,4.023710390535196,0.6635682942468242,0.22450650359364185,0.3115137309162197
