,sample,sim_id,value
0,16,94ff0748-56ff-e911-a2c3-c4346bcb1551,0.630281808519808
0,24,9dff0748-56ff-e911-a2c3-c4346bcb1551,0.35023604918788137
0,3,85ff0748-56ff-e911-a2c3-c4346bcb1551,0.36507624258386046
0,27,a0ff0748-56ff-e911-a2c3-c4346bcb1551,0.6414758458535834
0,12,90ff0748-56ff-e911-a2c3-c4346bcb1551,0.588646947645989
0,6,89ff0748-56ff-e911-a2c3-c4346bcb1551,0.6485195138101177
0,7,8aff0748-56ff-e911-a2c3-c4346bcb1551,0.6508626175167035
0,68,69cc024e-56ff-e911-a2c3-c4346bcb1551,0.3682144615046286
0,31,a4ff0748-56ff-e911-a2c3-c4346bcb1551,0.34820005290319117
0,69,6acc024e-56ff-e911-a2c3-c4346bcb1551,0.5510095100187038
0,35,a8ff0748-56ff-e911-a2c3-c4346bcb1551,0.3492920941717628
0,64,65cc024e-56ff-e911-a2c3-c4346bcb1551,0.6494584463394929
0,73,6ecc024e-56ff-e911-a2c3-c4346bcb1551,0.3601553219598319
0,79,74cc024e-56ff-e911-a2c3-c4346bcb1551,0.6417896381031065
0,75,70cc024e-56ff-e911-a2c3-c4346bcb1551,0.6470232929741072
0,81,78cc024e-56ff-e911-a2c3-c4346bcb1551,0.6439516068578325
0,40,7dcc024e-56ff-e911-a2c3-c4346bcb1551,0.369878904711797
0,93,8ccc024e-56ff-e911-a2c3-c4346bcb1551,0.6611258645785382
0,43,83cc024e-56ff-e911-a2c3-c4346bcb1551,0.6446615519201618
0,96,92cc024e-56ff-e911-a2c3-c4346bcb1551,0.6509247626733144
0,45,87cc024e-56ff-e911-a2c3-c4346bcb1551,0.6331985183909211
0,98,96cc024e-56ff-e911-a2c3-c4346bcb1551,0.36208971655533223
0,56,9bcc024e-56ff-e911-a2c3-c4346bcb1551,0.3542122085898285
0,112,b5cc024e-56ff-e911-a2c3-c4346bcb1551,0.6367829510175468
0,106,afcc024e-56ff-e911-a2c3-c4346bcb1551,0.3615749242145338
0,126,a6cc024e-56ff-e911-a2c3-c4346bcb1551,0.3529654534556382
0,108,b1cc024e-56ff-e911-a2c3-c4346bcb1551,0.3531891432673815
0,102,abcc024e-56ff-e911-a2c3-c4346bcb1551,0.34648555862550473
0,116,b9cc024e-56ff-e911-a2c3-c4346bcb1551,0.45766453893055
0,122,a2cc024e-56ff-e911-a2c3-c4346bcb1551,0.6457534615586344
0,117,bacc024e-56ff-e911-a2c3-c4346bcb1551,0.34993847967886227
0,0,82ff0748-56ff-e911-a2c3-c4346bcb1551,0.34883143275642703
0,8,8bff0748-56ff-e911-a2c3-c4346bcb1551,0.3516582940892983
0,17,95ff0748-56ff-e911-a2c3-c4346bcb1551,0.6392245467210517
0,25,9eff0748-56ff-e911-a2c3-c4346bcb1551,0.34806029879594025
0,4,86ff0748-56ff-e911-a2c3-c4346bcb1551,0.3534450172319153
0,11,8fff0748-56ff-e911-a2c3-c4346bcb1551,0.6599068321771586
0,20,99ff0748-56ff-e911-a2c3-c4346bcb1551,0.6334777605923568
0,21,9aff0748-56ff-e911-a2c3-c4346bcb1551,0.637827315216418
0,28,a1ff0748-56ff-e911-a2c3-c4346bcb1551,0.6436675645092276
0,13,91ff0748-56ff-e911-a2c3-c4346bcb1551,0.3964056115477867
0,60,aeff0748-56ff-e911-a2c3-c4346bcb1551,0.45143359174259606
0,32,a5ff0748-56ff-e911-a2c3-c4346bcb1551,0.3542402378303229
0,62,b0ff0748-56ff-e911-a2c3-c4346bcb1551,0.34977421260782243
0,70,6bcc024e-56ff-e911-a2c3-c4346bcb1551,0.3612287763972044
0,76,71cc024e-56ff-e911-a2c3-c4346bcb1551,0.35511280397243034
0,36,a9ff0748-56ff-e911-a2c3-c4346bcb1551,0.6482659737168365
0,37,aaff0748-56ff-e911-a2c3-c4346bcb1551,0.6527257577460784
0,65,66cc024e-56ff-e911-a2c3-c4346bcb1551,0.3522336281209091
0,74,6fcc024e-56ff-e911-a2c3-c4346bcb1551,0.6970370394816691
0,82,79cc024e-56ff-e911-a2c3-c4346bcb1551,0.35061029731240234
