,sample,sim_id,season,age_bin,density_bin,value
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,1,50,0.67500000000003
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,4,50,0.02719033232628
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,8,50,0.1714719271624
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,18,50,0.45050505050502
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,28,50,0.544444444444422
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,43,50,0.7086419753086
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,125,50,0.738095238095202
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,1,500,0.075
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,4,500,0.3564954682779
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,8,500,0.5993930197269
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,18,500,0.39797979797977
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,28,500,0.41250000000003
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,43,500,0.28271604938276
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,125,500,0.24126984126981
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,1,2000000,0.25
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,4,2000000,0.6163141993958
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,8,2000000,0.2291350531108
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,18,2000000,0.1515151515152
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,28,2000000,0.04305555555556
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,43,2000000,0.008641975308642
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DC2,125,2000000,0.02063492063492
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,1,50,1.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,4,50,0.8237885462555099
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,8,50,0.9049999999999699
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,18,50,0.96881720430112
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,28,50,1.00000000000002
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,43,50,0.9701149425287701
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,125,50,0.9929701230228649
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,1,500,0.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,4,500,0.09691629955947
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,8,500,0.056666666666659996
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,18,500,0.013978494623659
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,28,500,0.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,43,500,0.02988505747126
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,125,500,0.007029876977153
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,1,2000000,0.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,4,2000000,0.07929515418502
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,8,2000000,0.03833333333333
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,18,2000000,0.01720430107527
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,28,2000000,0.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,43,2000000,0.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,DH2,125,2000000,0.0
0,14,070c449a-c143-ea11-a2c3-c4346bcb1551,W2,1,50,0.0
