,sample,sim_id,value
0,3,ed7aea41-1d33-ea11-a2c3-c4346bcb1551,4.051653122638655
0,9,f37aea41-1d33-ea11-a2c3-c4346bcb1551,3.2124303203046574
0,0,ea7aea41-1d33-ea11-a2c3-c4346bcb1551,4.069299882099415
0,4,ee7aea41-1d33-ea11-a2c3-c4346bcb1551,4.597737021174762
0,6,f07aea41-1d33-ea11-a2c3-c4346bcb1551,2.991634114508702
0,1,eb7aea41-1d33-ea11-a2c3-c4346bcb1551,3.1476335426553277
0,5,ef7aea41-1d33-ea11-a2c3-c4346bcb1551,4.625864471919959
0,7,f17aea41-1d33-ea11-a2c3-c4346bcb1551,2.9446754114813474
0,2,ec7aea41-1d33-ea11-a2c3-c4346bcb1551,4.408352903558865
0,8,f27aea41-1d33-ea11-a2c3-c4346bcb1551,4.23168496834966
