Sample_Id,Sample,Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Scale_Factor_Age_a,Scale_Factor_Age_b,Scale_Factor_Cum_Exp_shape,Concurrent_Infections_c,Wave_Vs_Infection_Relative_Weight,Parasite_Density_Wave_Sigma
f814758f-713d-ea11-a2c3-c4346bcb1551.000052,52,19.44263259756283,0.3285554959250003,9.488363091878963,1.59370907090186,3.703734544196429,0.1852988853985263,36.24154238576094,25.75745294294433,83.99561696773091,3.437019424525229
f814758f-713d-ea11-a2c3-c4346bcb1551.000053,53,11.7721803212256,0.9631236741508,11.75573502911978,1.881785660145423,3.332459635231542,0.1825871708666286,68.08965250658659,21.57930942245256,26.15173219106565,5.539422114652933
f814758f-713d-ea11-a2c3-c4346bcb1551.000054,54,18.60171942484542,0.1266401591709982,8.669151872853353,1.785291082721411,4.292014052005075,0.2752044212310236,98.53036491129122,27.55494805018617,99.76024818977262,2.878120348142142
f814758f-713d-ea11-a2c3-c4346bcb1551.000055,55,19.42479771954727,0.7952640088857806,9.972948824016568,1.811294971987342,3.546979005918369,0.2770582220985767,0.721424877277105,25.56505815592229,94.97250699870692,3.395311453194626
f814758f-713d-ea11-a2c3-c4346bcb1551.000056,56,18.79273726939057,0.3674811967462572,8.30693791204361,1.796860651177982,3.333657381206518,0.2482640653586744,22.45032470148988,25.24381169139426,65.59040757354357,2.738170984190476
f814758f-713d-ea11-a2c3-c4346bcb1551.000057,57,14.78915111214704,0.2620281032258449,9.233259586445591,1.812882428398801,3.854374153638089,0.1008595653959754,32.46590259475806,21.40856937002377,49.67091182749944,2.911449515023154
f814758f-713d-ea11-a2c3-c4346bcb1551.000058,58,12.49528679445447,0.04539498931712058,9.103491417969023,1.874155003726051,3.619197484676576,0.263639154566253,9.069105160582893,23.81417929916796,68.18952354582392,4.82370965882282
f814758f-713d-ea11-a2c3-c4346bcb1551.000059,59,13.24856904219344,1.084741365873079,17.93112834657823,1.357032638157369,3.801487759011962,0.1646595113822585,96.2223624332344,22.38417616652136,74.18035304940892,4.325115486526469
f814758f-713d-ea11-a2c3-c4346bcb1551.000060,60,12.87017708012204,1.276162212906955,11.69946724258337,1.385490133643992,4.953899264796015,0.1692278585479003,67.91588821961737,21.95343691107768,87.91783043022858,4.693130064677478
f814758f-713d-ea11-a2c3-c4346bcb1551.000061,61,10.0409820580336,1.261730277727075,7.723180037037203,1.376841012917667,4.352680918358093,0.2133847700021132,54.77691834739878,22.15865103903377,66.79768307730055,4.426684391545125
f814758f-713d-ea11-a2c3-c4346bcb1551.000062,62,14.83633802793309,0.2130513711979984,15.85326497549015,1.90704651559725,3.259577358297096,0.2353037018708973,92.70832681188043,28.93427521885244,54.93899698817665,3.699270533192037
f814758f-713d-ea11-a2c3-c4346bcb1551.000063,63,14.1718744051731,1.993635618464405,18.19114107149153,1.43679344586733,4.395673115190202,0.1151522685687981,97.41600021657842,20.23327425713797,9.98772778534562,4.764164514057059
f814758f-713d-ea11-a2c3-c4346bcb1551.000064,64,19.35450213010598,1.209507153201965,17.66264887839566,1.79778389369062,4.54373617412388,0.1725785268934917,37.36653403045158,20.01131985730197,69.41786339598542,4.742752724157848
f814758f-713d-ea11-a2c3-c4346bcb1551.000065,65,16.50729528094504,0.9731307604661692,8.149506142181313,1.554321517300273,4.097821494500167,0.2409322362441895,96.28495388273956,23.00927691307633,26.25158563787144,2.015476467048041
f814758f-713d-ea11-a2c3-c4346bcb1551.000066,66,18.0377515546152,0.269772677618221,10.37685456271395,1.736010381197513,4.961566902116859,0.1857582234337212,15.80943981340606,20.92503864285578,49.49724973401867,3.563559696031107
f814758f-713d-ea11-a2c3-c4346bcb1551.000067,67,13.30477963007256,0.1516793320392226,18.57241758809907,1.273919089381921,3.52854215715025,0.1302720494013741,44.61511299275222,20.29413252872919,63.64471860558062,4.050191334029781
f814758f-713d-ea11-a2c3-c4346bcb1551.000068,68,2.637874024509872,1.194251785720035,10.30261749173108,1.668896852771724,3.873684739797523,0.1283144181618259,92.17424077716294,28.61777429421046,65.48638535977324,4.694161893392519
f814758f-713d-ea11-a2c3-c4346bcb1551.000069,69,0.757364239876726,1.876788503909144,8.440662534500284,1.496880030151599,3.922271435306135,0.277277846128788,95.57887035848354,21.89513328001922,87.08685861653005,5.229862109386835
f814758f-713d-ea11-a2c3-c4346bcb1551.000070,70,7.870653689702055,0.1382206184109769,9.611549720458148,1.542661592705033,4.228095026932859,0.146336488085522,41.40212406861922,22.94429096769641,77.93322402954428,4.491001709573068
f814758f-713d-ea11-a2c3-c4346bcb1551.000071,71,4.531630051215753,0.08599075791125939,10.22020809548882,1.540774392801884,3.892476133724234,0.1189505720298799,74.26523571299289,20.22058217748566,93.49836604153826,3.712057321176226
f814758f-713d-ea11-a2c3-c4346bcb1551.000072,72,16.4892487445201,0.753618631582275,16.10777082717166,1.978213564504103,3.79350666193964,0.1369847677723922,31.28026278659507,21.81049736012437,23.4402744895918,4.779280148193458
f814758f-713d-ea11-a2c3-c4346bcb1551.000073,73,17.37213730914671,0.7902323628041649,9.22927839741667,1.979014773127412,4.524250001012112,0.2732596920053419,12.68313612034368,27.62777648500167,38.62866641066085,4.639534206063595
f814758f-713d-ea11-a2c3-c4346bcb1551.000074,74,13.92215331286054,0.7308527841360161,7.219759304123501,1.659035345100595,4.064178354235423,0.2573885917833149,75.34463164186596,20.22242133731183,8.155895652735833,3.831806964646876
f814758f-713d-ea11-a2c3-c4346bcb1551.000075,75,7.105526703618374,1.544911805339697,12.8164684862643,1.213571146930977,4.049237834382421,0.1005879368720468,91.48701315722286,23.61559791064042,86.92638819669743,3.92050556159657
f814758f-713d-ea11-a2c3-c4346bcb1551.000076,76,0.5980596322018671,0.512253841553528,7.098073532512026,1.899821668877026,3.680797341600097,0.1869240246447821,98.50165729318196,22.03891845582301,2.502810058276009,3.807368120039633
f814758f-713d-ea11-a2c3-c4346bcb1551.000077,77,10.87131483098516,1.885287603778327,11.61196536622098,1.610558573013049,4.582362233831177,0.1356931453808579,99.62870681166532,20.53795213351461,32.69141441052818,4.277491711694655
f814758f-713d-ea11-a2c3-c4346bcb1551.000078,78,0.1478063883447522,0.354321895751562,18.90252314149379,1.182549796221798,3.108864574577147,0.11269040245218,84.71117189922394,22.86815967639013,8.875708527013396,5.134948350980553
f814758f-713d-ea11-a2c3-c4346bcb1551.000079,79,8.60176941757421,0.4223213718449986,7.300367110012305,1.873807144131202,3.37485380583143,0.1353526372482083,62.77905535827252,24.92673086100933,73.52958294326737,4.19056191181111
f814758f-713d-ea11-a2c3-c4346bcb1551.000080,80,19.51876541637145,0.7449722693360538,9.869100013014823,1.863462921694771,3.705424831970618,0.2364900701299294,70.20173153189592,29.05194962174395,68.85712028119507,4.346636369556253
f814758f-713d-ea11-a2c3-c4346bcb1551.000081,81,16.34941550093381,0.1615440135199503,12.99380604319096,1.659300414632495,3.874593277511164,0.1456561244942034,98.64137574247793,27.79324033283847,65.44391042013045,4.316488434923671
f814758f-713d-ea11-a2c3-c4346bcb1551.000082,82,5.132298462280181,0.4968944497606814,7.024851586826449,1.781528674460627,4.113673369125154,0.1384572984544669,49.44730735832968,27.30460036963259,69.97834934967533,3.931074377983731
f814758f-713d-ea11-a2c3-c4346bcb1551.000083,83,12.54263017367482,0.3376989998768887,18.80417701300875,1.864155607252672,4.916350170357789,0.1460725094228421,71.95699129857681,21.13183948868429,37.65167680486138,5.081926170322613
f814758f-713d-ea11-a2c3-c4346bcb1551.000084,84,14.52183347654894,1.076776305700861,9.636083347762906,1.645157203453217,3.705750885669381,0.1999529324086286,15.39572128392325,23.63502292392079,77.90088281708651,4.042193168680607
f814758f-713d-ea11-a2c3-c4346bcb1551.000085,85,18.84558438973975,1.242183098284543,10.99444773077231,1.815895206790995,3.381710907368659,0.1750070039465952,48.74346706296632,25.68784477664521,27.78090426325529,5.093622759028409
f814758f-713d-ea11-a2c3-c4346bcb1551.000086,86,8.205110994660018,0.4306766095369912,6.995221320366079,1.855688208922431,3.68425304177604,0.2623258475337666,50.96381782370526,20.68604205184958,47.28820293177575,5.141890540688419
f814758f-713d-ea11-a2c3-c4346bcb1551.000087,87,7.694767933503,0.2650504561454976,9.306947032475785,1.684883639261972,3.746680799223218,0.1699652426770329,33.78906698448727,22.07058859350706,60.67319825852569,4.280659318162251
f814758f-713d-ea11-a2c3-c4346bcb1551.000088,88,11.40639742546718,1.285791482236925,9.9937882251875,1.878453779529102,4.016779969261904,0.1862527284748331,31.43524611263249,25.77331856186091,41.30999805402873,4.651754040499382
f814758f-713d-ea11-a2c3-c4346bcb1551.000089,89,18.42263817263251,0.05728337918103577,11.84965635490594,1.126111423062704,4.043034464116403,0.1377406171338847,32.71424908541458,21.17973109535805,71.49404296652806,4.40210071856112
f814758f-713d-ea11-a2c3-c4346bcb1551.000090,90,16.99410619324878,1.918766155913681,8.733286332712375,1.800105659654466,3.318973907478861,0.1956308171645492,54.2515212313434,24.38220999424017,56.2627504965562,4.390074750659669
f814758f-713d-ea11-a2c3-c4346bcb1551.000091,91,16.72416567482336,1.771327516289666,8.961274343419138,1.761483640336294,3.053979643986389,0.2008650380313222,37.99187632869725,27.55925674926538,74.06415422610584,3.32179905639675
f814758f-713d-ea11-a2c3-c4346bcb1551.000092,92,16.87833929916011,0.5991610103537687,10.26468699079679,1.336888917595405,4.75295550358391,0.208970480043232,62.81393550885078,20.38069958977203,82.93210800924824,2.921398074537429
f814758f-713d-ea11-a2c3-c4346bcb1551.000093,93,6.462722160189783,1.476246175256777,6.866077606506087,1.464273548875978,3.247813808383961,0.2512327347123307,86.59497747389146,26.02467241376656,53.01049969731719,4.587173508826609
f814758f-713d-ea11-a2c3-c4346bcb1551.000094,94,18.68350236000098,1.38786631052317,18.14085894490801,0.9168049015891866,3.809202975245213,0.1971448596871502,95.62640940551549,20.11723595794807,42.15308978633468,5.579144749073962
f814758f-713d-ea11-a2c3-c4346bcb1551.000095,95,6.769372876370384,0.1683172179551373,7.92969121259742,1.901680400728099,3.035206384819817,0.2156838978457949,85.04457180139109,24.69592875472333,99.25961637021587,4.83894000000092
f814758f-713d-ea11-a2c3-c4346bcb1551.000096,96,15.67557662159901,0.9712769030427499,7.89205796273536,1.687968603891402,4.209589661117599,0.203177772187144,88.66087474949673,25.44961712459316,17.1762265233218,4.806118759582391
f814758f-713d-ea11-a2c3-c4346bcb1551.000097,97,10.12129452002467,0.5767236374778508,16.72015823417239,1.993360168277235,3.97680059433946,0.1762429180506626,83.71708800783016,20.54807465391219,82.54584465839429,5.542995797781451
f814758f-713d-ea11-a2c3-c4346bcb1551.000098,98,16.48025309056977,0.3390473856985677,12.03243214026451,1.983249080090235,4.298875755892411,0.1035916842701647,71.84202876011878,26.83794501159174,25.91774413826635,5.52630573345211
f814758f-713d-ea11-a2c3-c4346bcb1551.000099,99,12.87613242432357,0.9960570779995773,10.15882865592077,1.627298584477769,3.079691009285754,0.1594296887145601,61.50548154019434,23.85673778553381,64.92570629400605,3.402632818791505
f814758f-713d-ea11-a2c3-c4346bcb1551.000100,100,9.655280183621095,0.9829914154617669,6.412507862608806,1.970736686697373,3.248810622084981,0.1944639023035595,55.09539181051479,24.30111360745959,16.37000789511427,3.859866596397951
f814758f-713d-ea11-a2c3-c4346bcb1551.000101,101,15.57461461661583,0.8469064604707164,9.017859100454759,1.984763122270778,3.648847525970426,0.2572966817666145,16.15999968689104,20.81200100671141,87.9629777972213,3.635801964028464
f814758f-713d-ea11-a2c3-c4346bcb1551.000102,102,3.89556056104853,1.597453009066174,13.69831602872477,1.447733133834693,3.377575034349033,0.1090442683030806,92.0901529423222,20.93948839607577,90.96240239778966,4.350199693738859
f814758f-713d-ea11-a2c3-c4346bcb1551.000103,103,9.822159039011787,0.7762065368083684,10.27485810875979,1.809470654443344,3.388960978221194,0.144515319998486,84.68923120489013,27.01728854617119,78.01982692600723,4.152626964987901
f814758f-713d-ea11-a2c3-c4346bcb1551.000104,104,8.890074261747024,0.8529060983003909,6.052843783042255,1.671354031880296,4.105235250740429,0.2506831036305948,97.9062844017846,29.38720179263874,79.65942021648682,4.722034091492737
f814758f-713d-ea11-a2c3-c4346bcb1551.000105,105,19.12363577355586,0.6158034259913454,17.75680865641329,1.966073505821703,4.036591727703648,0.1893909016793941,44.44691570077076,26.25435755173316,24.44117053049911,5.195443664175636
f814758f-713d-ea11-a2c3-c4346bcb1551.000106,106,11.84495560629371,1.078400240921423,7.717572741946753,1.48964907421897,3.703118526146893,0.2978768556672212,92.1452548862719,21.11735862894166,27.92966630622419,5.023059883658764
f814758f-713d-ea11-a2c3-c4346bcb1551.000107,107,15.08862538425257,1.304610445072287,10.10734322703287,1.780128926828786,3.248256230266142,0.1748670152297742,56.41438752432546,20.41734552717829,35.03749030582451,5.070918892245351
f814758f-713d-ea11-a2c3-c4346bcb1551.000108,108,17.9072756173088,0.235109035535492,10.09993128531277,1.799804388939356,4.286115204608612,0.2117600603087902,18.5316576279543,26.18097821796743,94.6291454786954,4.516586924425062
f814758f-713d-ea11-a2c3-c4346bcb1551.000109,109,6.084950902329778,0.510970600258396,8.457694663433488,1.279699706531819,3.698755923245719,0.2905248206404935,97.1646950560215,26.06094979910844,97.82143187069488,4.925552243130221
f814758f-713d-ea11-a2c3-c4346bcb1551.000110,110,4.81526365946114,0.8583234096841938,15.15815283609629,1.958930933904451,3.320773461567052,0.1044362712310916,54.30538381281399,22.86688314312315,46.53947246897855,4.381761692524025
f814758f-713d-ea11-a2c3-c4346bcb1551.000111,111,15.69839841063311,0.9909786666670866,7.985423270821458,1.132095672348923,3.691410871474376,0.2151199974280234,89.45573256557995,20.97088424472284,60.16384668352163,3.623969867310741
f814758f-713d-ea11-a2c3-c4346bcb1551.000112,112,7.978205346138619,1.620853667170292,7.53830963723432,1.276404929714801,4.71466376110298,0.2434403263308667,88.42391141208081,21.6705245601552,75.16306858312298,4.185962301259475
f814758f-713d-ea11-a2c3-c4346bcb1551.000113,113,17.78422095700447,0.0050951476021109,8.620857909353582,1.916719492179781,3.174817533093748,0.2071430550545992,96.03859009054264,21.03944220002205,71.5800586178415,4.53467866405489
f814758f-713d-ea11-a2c3-c4346bcb1551.000114,114,17.77736528578324,1.76234710486038,15.89483993275455,1.482282957781575,3.070040157260631,0.1239328934776529,98.29442595991972,22.19546542933682,16.95459744000581,3.82981082939523
f814758f-713d-ea11-a2c3-c4346bcb1551.000115,115,18.95966598903438,1.524113864985661,19.73911560712902,1.690100902387603,3.830257359057874,0.1975053356888131,43.49746822610488,23.41800240405678,90.84389276284145,4.648347606746407
f814758f-713d-ea11-a2c3-c4346bcb1551.000116,116,3.783458941371411,0.1542592420766076,7.533738261954578,1.579322684462105,4.786144696141459,0.1113297117626277,93.91870574667075,26.28542377130094,85.59208308559452,3.709414237493355
f814758f-713d-ea11-a2c3-c4346bcb1551.000117,117,19.42039803150875,0.4804684756237532,8.585239993528301,1.98814317085528,3.177340906621331,0.2264563980164106,90.79991104345638,29.88468634535333,80.57353910488457,4.026480077049215
f814758f-713d-ea11-a2c3-c4346bcb1551.000118,118,16.3038212222013,1.148820272238934,13.45050125840489,1.961105550419768,3.275021570435739,0.2050710499823021,51.23794425902643,21.64040811526774,12.08151551227846,4.667570963937011
f814758f-713d-ea11-a2c3-c4346bcb1551.000119,119,10.33688545342517,0.6573681631873489,13.42818945122252,1.925937951058589,3.682301609305801,0.2612352766012472,65.27463448891763,24.25976437681933,85.44274835657545,4.829057103297125
