Sample_Id,Sample,Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Scale_Factor_Age_a,Scale_Factor_Age_b,Scale_Factor_Cum_Exp_shape,Concurrent_Infections_c,Wave_Vs_Infection_Relative_Weight,Parasite_Density_Wave_Sigma
f814758f-713d-ea11-a2c3-c4346bcb1551.000000,0,15.4432655437777,1.289485703285328,10.47517544149984,1.646869384950051,4.264192056502349,0.1164481598397188,91.49626220600746,27.70638927651436,60.87426055195407,2.821748008923299
f814758f-713d-ea11-a2c3-c4346bcb1551.000001,1,12.97893337181765,0.9564543986187563,7.875303842968476,1.837127525949465,4.350993304153532,0.1854575272050613,93.61302887948217,27.9555352324146,43.31505494309938,5.249418930951052
f814758f-713d-ea11-a2c3-c4346bcb1551.000002,2,19.52797500805512,0.1995386825720723,9.254388770415291,1.169191865326919,3.626094269642057,0.2231369534790566,66.33348090473865,25.2110070279508,61.0711011689656,4.884097321935799
f814758f-713d-ea11-a2c3-c4346bcb1551.000003,3,9.589484279805665,0.9828217841309203,12.05980137528897,1.722800253913574,3.866412096671307,0.246955077151463,83.68789999977932,20.90904694157082,45.08400825154407,4.977486553144688
f814758f-713d-ea11-a2c3-c4346bcb1551.000004,4,16.07776638579941,1.121283758555101,8.479914519489583,1.718808413038626,3.229505764066495,0.2819127984571494,67.79049533400473,28.16093931637777,69.56203128528851,5.094772718483187
f814758f-713d-ea11-a2c3-c4346bcb1551.000005,5,15.30322056903647,0.5151683677061484,7.535684451575223,1.563706609728748,3.818442265793616,0.1805090238661551,37.07891912331505,22.05697702291482,37.67932586513989,5.219094447554902
f814758f-713d-ea11-a2c3-c4346bcb1551.000006,6,19.58521964166904,1.475843026569176,16.11806886942478,1.748805664475603,4.370212342170182,0.1397284828505471,57.44787171222248,26.97161651100964,89.74027426055494,4.44616494421596
f814758f-713d-ea11-a2c3-c4346bcb1551.000007,7,11.62083073596096,0.7712526563497466,16.20688458613338,1.654449517908926,4.058159973162388,0.1206155860425868,94.72559614812413,22.25162143758291,66.40291697455928,4.208548341076409
f814758f-713d-ea11-a2c3-c4346bcb1551.000008,8,18.09615013712167,1.179651036000247,15.62080753245354,1.852671266147341,3.282317577012327,0.1490701592290086,42.25355356585487,26.61058383638445,57.69864858825397,4.214840711821117
f814758f-713d-ea11-a2c3-c4346bcb1551.000009,9,13.88370949944806,0.4350170349932729,8.01105413280643,1.612898984175576,4.121705051913755,0.2117540730782123,84.68914442632628,20.63039845781164,12.4901254673178,4.289796811512695
f814758f-713d-ea11-a2c3-c4346bcb1551.000010,10,2.62416295146835,1.801848563819904,12.31796935620878,1.60220518410074,3.094983959886175,0.1298190181680428,98.22054778100531,23.6391400396452,51.83117686136161,5.49827518763225
f814758f-713d-ea11-a2c3-c4346bcb1551.000011,11,4.104442188126365,1.64711778964519,6.897970787207406,1.614064429422424,4.023718075189461,0.1604264078588837,65.43899776571428,21.64345610894533,18.60954259363605,5.056260953516169
f814758f-713d-ea11-a2c3-c4346bcb1551.000012,12,16.26554951411607,0.9603917954845641,15.88433961928961,1.910415923476754,3.488997885879374,0.111321683694704,85.41335672160099,26.29468282863877,11.98751679060576,5.559282910435051
f814758f-713d-ea11-a2c3-c4346bcb1551.000013,13,2.252122780169366,0.546859935498785,8.308893536505922,1.243428588641029,4.231399800382812,0.2724913866864365,97.96550425439149,21.21247030766503,39.35827573517775,4.780411265800015
f814758f-713d-ea11-a2c3-c4346bcb1551.000014,14,5.262355018236894,1.500565938452175,8.329716668584442,1.844699191447853,3.684426614630915,0.1174030846857585,12.99414666194215,21.40573403519137,31.73577605911547,4.246498847821722
f814758f-713d-ea11-a2c3-c4346bcb1551.000015,15,6.707872429899979,0.474528284042888,14.94268797688169,1.703546067194408,3.437247884884846,0.1316771034877286,80.35961444685444,21.36111082144228,85.30120577692628,4.44271682396494
f814758f-713d-ea11-a2c3-c4346bcb1551.000016,16,17.9261447093431,0.5887462391704363,13.84412946010217,1.912346176113414,3.773461565834005,0.2025514201740521,93.01126303368282,23.47500747490282,50.65783814226243,4.927969539466692
f814758f-713d-ea11-a2c3-c4346bcb1551.000017,17,11.4064976316401,0.2221867997600134,15.68055583537475,1.920161767146543,3.59566340454889,0.1830368207356247,83.0469192170518,29.6534982195303,40.66574027123404,4.151099103608187
f814758f-713d-ea11-a2c3-c4346bcb1551.000018,18,14.02862714406317,0.6175958385415823,17.74018839053231,1.998051496005351,3.614862667135613,0.2243980909429125,55.67487589661512,25.90618720460649,30.87886383545337,4.40978475426007
f814758f-713d-ea11-a2c3-c4346bcb1551.000019,19,1.198361368747838,0.6806147337982443,8.282949190883159,1.302922034169303,4.474643096312244,0.128808842737439,93.75434804390342,23.70332394124073,90.21288715386059,4.604103338337069
f814758f-713d-ea11-a2c3-c4346bcb1551.000020,20,10.88697356479551,0.4314641400992223,11.35783455011311,0.9871947428198721,3.645041781746776,0.1053440327230449,43.84099011823781,21.08777295515455,83.67321730542342,2.977986285916612
f814758f-713d-ea11-a2c3-c4346bcb1551.000021,21,9.757669564131843,0.6358814006311849,10.30443674291258,1.868817396151381,3.805260538399513,0.113950512553086,95.55926922975539,28.04868548326439,21.35798440651183,5.460070748613428
f814758f-713d-ea11-a2c3-c4346bcb1551.000022,22,12.32045958087356,1.527974162577316,9.991530089740335,1.770030503118979,3.259125719763102,0.1344185616451269,24.744665972551,21.02648187366123,66.88924602505948,5.116384555907691
f814758f-713d-ea11-a2c3-c4346bcb1551.000023,23,18.83709823114551,0.4473353575709798,9.029571319193453,1.70568686968135,4.379331130678973,0.271263157805101,13.1866682142076,24.22104304957503,28.04930209208984,2.909580859399029
f814758f-713d-ea11-a2c3-c4346bcb1551.000024,24,9.586427825066004,0.04145665222155192,6.510176505607439,1.828035886422035,3.741887212134213,0.2423035550542919,53.66093653264305,22.12026498253258,50.79973017249314,2.967957976224241
f814758f-713d-ea11-a2c3-c4346bcb1551.000025,25,11.79260654763527,0.4102541249189892,15.78544659455645,1.904067314745467,3.759747297390198,0.112934894075786,60.88784820203248,20.29642103261252,99.31051645109926,3.779298874690426
f814758f-713d-ea11-a2c3-c4346bcb1551.000026,26,10.59847529147063,0.9399778935285551,14.31021629284596,1.651201675212791,3.957353239451957,0.1030865293548554,51.12815064568352,25.24994417135921,38.73610287762494,3.788740627885997
f814758f-713d-ea11-a2c3-c4346bcb1551.000027,27,18.73504140414989,0.3754667796892581,13.71087292265178,1.345545841813364,4.012737725106807,0.1195333905027605,92.4946999969387,22.10672606068892,26.79773168769216,4.692059090282882
f814758f-713d-ea11-a2c3-c4346bcb1551.000028,28,15.96329308296445,0.6100615439029673,9.24018825175132,1.902108503900743,3.137869776865525,0.2085966700624173,2.239910826569917,21.25707842439879,4.328061467372105,2.350165837970795
f814758f-713d-ea11-a2c3-c4346bcb1551.000029,29,18.45387465005768,1.080306825079634,15.07757646560788,1.717454478993518,4.197685565613113,0.1858598326738563,61.81004480760558,24.3870911637568,94.25811992376693,5.238149464125705
f814758f-713d-ea11-a2c3-c4346bcb1551.000030,30,13.63268110073073,0.8608054021156749,6.783505860551835,1.49448142917524,4.336280328777867,0.2822642634183363,10.24055815962896,24.18478374388518,74.46027192123202,4.624894228741635
f814758f-713d-ea11-a2c3-c4346bcb1551.000031,31,10.38823846071776,1.257183930735064,8.79343995555934,1.956523278667247,4.981178257562213,0.1867806001862448,45.75496238364897,21.37390711251829,82.00426316450148,4.761360475367821
f814758f-713d-ea11-a2c3-c4346bcb1551.000032,32,16.01222908040651,0.8028260478094087,7.488087129827463,1.20288524287483,3.437564462462392,0.2579284881701158,60.10762288852123,25.67911867297078,5.303751673118721,5.138286461551337
f814758f-713d-ea11-a2c3-c4346bcb1551.000033,33,5.714505570625899,0.4704175958991294,6.84375114791659,1.653832171163299,3.943049474979968,0.1048612717115847,92.89187168543249,29.48493858461661,14.11066655036174,2.958700535667079
f814758f-713d-ea11-a2c3-c4346bcb1551.000034,34,14.88665254547663,0.4301417586348656,10.17446461499471,1.701030696577894,4.544516867411743,0.1525690278207012,69.26327491807432,22.89954093824796,90.95803251626992,4.396520877329547
f814758f-713d-ea11-a2c3-c4346bcb1551.000035,35,13.42356280079219,0.4047164444355045,8.276656948960694,1.657438945068604,3.914400628083437,0.2869547010271701,57.23484281149649,22.21180080518495,3.586241143853509,3.380147993587228
f814758f-713d-ea11-a2c3-c4346bcb1551.000036,36,15.53837941064284,1.831781187343905,9.28083852394044,1.51784864359529,4.168686715382659,0.2520518586576087,33.76935001182314,22.93421679044792,95.53935134123023,4.249425905883356
f814758f-713d-ea11-a2c3-c4346bcb1551.000037,37,16.45691536600375,0.7891585197119036,8.619801526872381,1.838450817051334,4.220200769846915,0.2426301897406594,31.92292385256341,27.7215020616243,13.91616610250566,2.649353577941928
f814758f-713d-ea11-a2c3-c4346bcb1551.000038,38,19.88870058286215,0.69312413622141,13.72043933252726,1.210847642250524,3.589738026546844,0.1501251701967249,93.39867292188895,23.15392403445344,24.80039049972278,5.418497520715216
f814758f-713d-ea11-a2c3-c4346bcb1551.000039,39,0.9054277485344729,0.6161528972511813,8.179940314786208,1.24018734467009,4.293853086016777,0.1307868460967901,90.62707767420768,29.94613658800809,73.66526468972731,4.777648719567165
f814758f-713d-ea11-a2c3-c4346bcb1551.000040,40,18.08496273953598,0.5585615033701415,9.957553303672107,1.869651839360551,3.21377498404318,0.1451010564660274,44.35441574130745,26.78447020651166,16.33967010467973,2.098749842730077
f814758f-713d-ea11-a2c3-c4346bcb1551.000041,41,4.43339663726624,1.071201105930445,18.32366535763326,1.28466859560493,3.561051289527922,0.1157558968220694,71.11977241897655,21.98857576679726,79.5446739292361,5.064062252939085
f814758f-713d-ea11-a2c3-c4346bcb1551.000042,42,9.479365440522361,0.6891800064821169,8.272637004811937,1.443557389856029,3.825240292197625,0.2381320853714174,65.54650846489201,20.66686259222895,69.71149556958389,4.511478635104383
f814758f-713d-ea11-a2c3-c4346bcb1551.000043,43,13.50219621278306,1.71760261263224,9.198141119837661,1.854744125021899,3.796174462927906,0.2604368131130809,23.81383664410389,22.2558984378245,69.13145190984739,5.153436405035905
f814758f-713d-ea11-a2c3-c4346bcb1551.000044,44,17.51766273289177,1.289830510883974,13.21658469733971,1.805975464689803,4.914191834443693,0.1228993694503313,77.10606693463654,21.00920303194641,48.4853720879637,4.53716208255613
f814758f-713d-ea11-a2c3-c4346bcb1551.000045,45,8.43569224319954,0.1436744791152979,6.717947182433238,1.78288928340001,3.19667059458206,0.2486288840281745,96.80979446069003,20.84236825625078,66.00639707237615,3.547422692060653
f814758f-713d-ea11-a2c3-c4346bcb1551.000046,46,12.70572381781646,0.8116856770404037,14.85591124273119,1.906075564845299,4.416793255402382,0.2061056263663314,63.39527372689788,20.96557792338016,88.83055668467166,4.902766757902378
f814758f-713d-ea11-a2c3-c4346bcb1551.000047,47,7.25032200963732,1.640033859170055,6.762228991462058,1.943416340753847,3.735203859922218,0.1548199287394877,97.3675341272467,21.28290872612512,61.95724785549584,4.4802367222843
f814758f-713d-ea11-a2c3-c4346bcb1551.000048,48,7.572941277415099,0.04285634565840341,10.14769431926655,0.8055202392341427,3.75230992257243,0.2155143352191792,96.13822901691944,22.97442734618952,93.19897451598771,3.781620018849392
f814758f-713d-ea11-a2c3-c4346bcb1551.000049,49,16.6377427177001,0.6697703231151826,9.432945803773642,1.240563027521104,3.935091318325395,0.2013924617080419,32.03864132341831,28.05568263595236,79.26339697567317,2.130677998155736
f814758f-713d-ea11-a2c3-c4346bcb1551.000050,50,17.18046841517725,1.009730689593935,10.03387809222056,1.774101759160867,3.314865391420881,0.2770368052936382,90.3180762931683,28.3247713103277,86.17006560860408,5.156409861279032
f814758f-713d-ea11-a2c3-c4346bcb1551.000051,51,15.668463516158,0.3681921857026915,15.43759438212061,1.900850697345894,4.226976628422114,0.1311482598798192,86.37186365505502,20.66887716047402,70.59655034303894,3.514334770760855
