Biological_Age_Immune_Coefficient_PPP,Biological_Age_Immune_Coefficient_TM,Cumulative_Exposure_Immune_Coefficient_PPP,Cumulative_Exposure_Immune_Coefficient_TM,Scale_Factor_Age_a,Scale_Factor_Age_b,Scale_Factor_Cum_Exp_shape,Concurrent_Infections_c,Wave_Vs_Infection_Relative_Weight,Parasite_Density_Wave_Sigma
15.443265543777704,1.2894857032853277,10.475175441499843,1.6468693849500506,4.264192056502349,0.11644815983971876,91.49626220600746,27.706389276514358,60.874260551954066,2.821748008923299
12.978933371817647,0.9564543986187563,7.875303842968476,1.8371275259494655,4.3509933041535325,0.1854575272050613,93.61302887948217,27.955535232414597,43.31505494309938,5.249418930951052
19.527975008055115,0.19953868257207233,9.254388770415291,1.1691918653269189,3.626094269642057,0.2231369534790566,66.33348090473865,25.211007027950803,61.071101168965605,4.8840973219357995
9.589484279805665,0.9828217841309203,12.059801375288973,1.7228002539135745,3.8664120966713074,0.246955077151463,83.68789999977932,20.90904694157082,45.08400825154407,4.977486553144688
16.077766385799414,1.1212837585551005,8.479914519489583,1.7188084130386263,3.229505764066495,0.28191279845714945,67.79049533400473,28.16093931637777,69.56203128528851,5.094772718483187
15.30322056903647,0.5151683677061484,7.535684451575223,1.5637066097287482,3.8184422657936157,0.18050902386615508,37.07891912331505,22.05697702291482,37.679325865139894,5.219094447554902
19.58521964166904,1.4758430265691755,16.11806886942478,1.7488056644756027,4.3702123421701815,0.13972848285054712,57.44787171222248,26.971616511009643,89.74027426055494,4.44616494421596
11.620830735960963,0.7712526563497466,16.206884586133377,1.6544495179089262,4.058159973162388,0.12061558604258682,94.72559614812413,22.251621437582905,66.40291697455928,4.208548341076409
18.096150137121672,1.179651036000247,15.620807532453536,1.8526712661473406,3.2823175770123267,0.14907015922900863,42.253553565854865,26.610583836384453,57.698648588253974,4.214840711821117
13.883709499448058,0.43501703499327293,8.01105413280643,1.612898984175576,4.121705051913755,0.2117540730782123,84.68914442632628,20.63039845781164,12.490125467317803,4.289796811512695
2.6241629514683495,1.8018485638199042,12.31796935620878,1.6022051841007396,3.094983959886175,0.1298190181680428,98.22054778100531,23.6391400396452,51.83117686136161,5.49827518763225
4.104442188126365,1.64711778964519,6.897970787207406,1.6140644294224242,4.023718075189461,0.1604264078588837,65.43899776571428,21.64345610894533,18.609542593636053,5.056260953516169
16.265549514116074,0.9603917954845641,15.884339619289612,1.9104159234767537,3.4889978858793738,0.11132168369470405,85.41335672160099,26.294682828638773,11.987516790605762,5.5592829104350505
2.2521227801693664,0.546859935498785,8.308893536505922,1.2434285886410288,4.231399800382812,0.27249138668643647,97.96550425439149,21.21247030766503,39.35827573517775,4.780411265800015
5.262355018236894,1.5005659384521755,8.329716668584442,1.8446991914478525,3.684426614630915,0.11740308468575847,12.99414666194215,21.405734035191365,31.735776059115473,4.246498847821722
6.707872429899979,0.474528284042888,14.942687976881686,1.703546067194408,3.437247884884846,0.13167710348772857,80.35961444685444,21.361110821442285,85.30120577692628,4.44271682396494
17.9261447093431,0.5887462391704363,13.844129460102172,1.9123461761134142,3.7734615658340047,0.20255142017405214,93.01126303368282,23.475007474902817,50.657838142262435,4.927969539466692
11.4064976316401,0.22218679976001343,15.68055583537475,1.9201617671465427,3.5956634045488896,0.18303682073562472,83.0469192170518,29.6534982195303,40.665740271234036,4.151099103608187
14.028627144063165,0.6175958385415823,17.74018839053231,1.9980514960053513,3.614862667135613,0.22439809094291252,55.67487589661512,25.90618720460649,30.878863835453366,4.40978475426007
1.1983613687478376,0.6806147337982443,8.282949190883159,1.302922034169303,4.474643096312244,0.12880884273743903,93.75434804390342,23.70332394124073,90.21288715386059,4.604103338337069
10.886973564795506,0.4314641400992223,11.357834550113111,0.9871947428198721,3.6450417817467757,0.10534403272304492,43.840990118237805,21.08777295515455,83.67321730542342,2.9779862859166117
9.757669564131843,0.6358814006311849,10.304436742912582,1.8688173961513808,3.8052605383995126,0.113950512553086,95.55926922975539,28.048685483264386,21.357984406511832,5.460070748613428
12.320459580873555,1.5279741625773156,9.991530089740335,1.7700305031189787,3.259125719763102,0.13441856164512692,24.744665972551,21.026481873661226,66.88924602505948,5.1163845559076915
18.83709823114551,0.4473353575709798,9.029571319193453,1.7056868696813499,4.379331130678973,0.271263157805101,13.186668214207602,24.22104304957503,28.049302092089835,2.9095808593990293
9.586427825066004,0.04145665222155192,6.510176505607439,1.8280358864220352,3.741887212134213,0.24230355505429185,53.66093653264305,22.120264982532575,50.79973017249314,2.9679579762242407
11.792606547635273,0.41025412491898916,15.78544659455645,1.9040673147454665,3.7597472973901978,0.112934894075786,60.88784820203248,20.296421032612525,99.31051645109926,3.779298874690426
10.598475291470628,0.9399778935285551,14.310216292845965,1.651201675212791,3.957353239451957,0.10308652935485539,51.12815064568352,25.24994417135921,38.73610287762494,3.7887406278859967
