Sample_Id,Sim_Id,Result
454ec13b-653d-ea11-a2c3-c4346bcb1551.000000,6ea0c442-653d-ea11-a2c3-c4346bcb1551,0.2387312186978
454ec13b-653d-ea11-a2c3-c4346bcb1551.000001,6fa0c442-653d-ea11-a2c3-c4346bcb1551,0.3214285714286
454ec13b-653d-ea11-a2c3-c4346bcb1551.000002,70a0c442-653d-ea11-a2c3-c4346bcb1551,0.3272727272727
454ec13b-653d-ea11-a2c3-c4346bcb1551.000003,71a0c442-653d-ea11-a2c3-c4346bcb1551,0.09166666666666999
454ec13b-653d-ea11-a2c3-c4346bcb1551.000004,72a0c442-653d-ea11-a2c3-c4346bcb1551,0.0
454ec13b-653d-ea11-a2c3-c4346bcb1551.000005,73a0c442-653d-ea11-a2c3-c4346bcb1551,0.17886178861789997
454ec13b-653d-ea11-a2c3-c4346bcb1551.000006,74a0c442-653d-ea11-a2c3-c4346bcb1551,0.6822222222221999
454ec13b-653d-ea11-a2c3-c4346bcb1551.000007,75a0c442-653d-ea11-a2c3-c4346bcb1551,0.33333333333329995
454ec13b-653d-ea11-a2c3-c4346bcb1551.000008,77a0c442-653d-ea11-a2c3-c4346bcb1551,0.5114379084967
454ec13b-653d-ea11-a2c3-c4346bcb1551.000009,78a0c442-653d-ea11-a2c3-c4346bcb1551,0.3708333333333
454ec13b-653d-ea11-a2c3-c4346bcb1551.000010,79a0c442-653d-ea11-a2c3-c4346bcb1551,0.2611111111111
454ec13b-653d-ea11-a2c3-c4346bcb1551.000011,7aa0c442-653d-ea11-a2c3-c4346bcb1551,0.6315789473684
454ec13b-653d-ea11-a2c3-c4346bcb1551.000012,7ba0c442-653d-ea11-a2c3-c4346bcb1551,0.2931596091205
454ec13b-653d-ea11-a2c3-c4346bcb1551.000013,7ca0c442-653d-ea11-a2c3-c4346bcb1551,0.06666666666667
454ec13b-653d-ea11-a2c3-c4346bcb1551.000014,7da0c442-653d-ea11-a2c3-c4346bcb1551,0.0687134502924
454ec13b-653d-ea11-a2c3-c4346bcb1551.000015,7fa0c442-653d-ea11-a2c3-c4346bcb1551,0.16349206349210002
454ec13b-653d-ea11-a2c3-c4346bcb1551.000016,80a0c442-653d-ea11-a2c3-c4346bcb1551,0.014583333333330001
454ec13b-653d-ea11-a2c3-c4346bcb1551.000017,81a0c442-653d-ea11-a2c3-c4346bcb1551,0.27916666666670004
