Sample_Id,Sim_Id,AgeBin,Result
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000025,6b7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.82899999999999
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000026,6c7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.443999999999996
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000027,6d7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.034
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000028,6e7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.078
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000029,6f7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000030,707c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000030,707c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
8435ba1a-12b8-e911-a2c1-c4346bcb1555.000030,707c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
