,sample,sim_id,value
0,42,bd6b0c1b-d605-ea11-a2c3-c4346bcb1551,0.21799102701110132
0,48,c36b0c1b-d605-ea11-a2c3-c4346bcb1551,0.23344658696173148
0,57,cc6b0c1b-d605-ea11-a2c3-c4346bcb1551,0.20363568550213265
0,52,c76b0c1b-d605-ea11-a2c3-c4346bcb1551,0.2505422888146678
0,73,e5aa8a21-d605-ea11-a2c3-c4346bcb1551,0.13892732762478824
0,67,dfaa8a21-d605-ea11-a2c3-c4346bcb1551,0.16925589133332927
0,63,dbaa8a21-d605-ea11-a2c3-c4346bcb1551,0.12283761885920502
0,88,f4aa8a21-d605-ea11-a2c3-c4346bcb1551,0.09167241240279797
0,69,e1aa8a21-d605-ea11-a2c3-c4346bcb1551,0.09463996025939733
0,82,eeaa8a21-d605-ea11-a2c3-c4346bcb1551,0.2031490778819703
0,77,e9aa8a21-d605-ea11-a2c3-c4346bcb1551,0.1473311846838909
0,78,eaaa8a21-d605-ea11-a2c3-c4346bcb1551,0.1395574974439838
0,84,f0aa8a21-d605-ea11-a2c3-c4346bcb1551,0.004868952070051566
0,97,fdaa8a21-d605-ea11-a2c3-c4346bcb1551,0.16567276633282355
0,92,f8aa8a21-d605-ea11-a2c3-c4346bcb1551,0.10961732123645222
0,25,cf108127-d605-ea11-a2c3-c4346bcb1551,0.1874688326603449
0,27,d5108127-d605-ea11-a2c3-c4346bcb1551,0.062498059656604606
0,32,e4108127-d605-ea11-a2c3-c4346bcb1551,0.24084558754847538
0,0,c6108127-d605-ea11-a2c3-c4346bcb1551,0.09546296922709531
0,30,de108127-d605-ea11-a2c3-c4346bcb1551,0.04788314559289083
0,35,ed108127-d605-ea11-a2c3-c4346bcb1551,0.21171203734549343
0,23,cb108127-d605-ea11-a2c3-c4346bcb1551,0.13806230445201328
0,8,da108127-d605-ea11-a2c3-c4346bcb1551,0.23521672173658364
0,37,f3108127-d605-ea11-a2c3-c4346bcb1551,0.16430691889506058
0,10,e0108127-d605-ea11-a2c3-c4346bcb1551,0.23918112069082462
0,5,d1108127-d605-ea11-a2c3-c4346bcb1551,0.1969992858223937
0,113,f7108127-d605-ea11-a2c3-c4346bcb1551,0.025548571955295984
0,103,d9108127-d605-ea11-a2c3-c4346bcb1551,0.16399016492547103
0,108,e8108127-d605-ea11-a2c3-c4346bcb1551,0.2301385592086963
0,115,fc108127-d605-ea11-a2c3-c4346bcb1551,0.021598286558135844
0,122,0d118127-d605-ea11-a2c3-c4346bcb1551,0.28267346226453244
0,119,00118127-d605-ea11-a2c3-c4346bcb1551,0.25148748449511765
0,43,be6b0c1b-d605-ea11-a2c3-c4346bcb1551,0.23769805832064794
0,49,c46b0c1b-d605-ea11-a2c3-c4346bcb1551,0.2367058837038909
0,45,c06b0c1b-d605-ea11-a2c3-c4346bcb1551,0.16356951904537667
0,58,cd6b0c1b-d605-ea11-a2c3-c4346bcb1551,0.007652653821372761
0,64,dcaa8a21-d605-ea11-a2c3-c4346bcb1551,0.19583717354901548
0,53,c86b0c1b-d605-ea11-a2c3-c4346bcb1551,0.12269945353616585
0,74,e6aa8a21-d605-ea11-a2c3-c4346bcb1551,0.2876593419055549
0,89,f5aa8a21-d605-ea11-a2c3-c4346bcb1551,0.0487253666832576
0,70,e2aa8a21-d605-ea11-a2c3-c4346bcb1551,0.1571415859393381
0,83,efaa8a21-d605-ea11-a2c3-c4346bcb1551,0.1613948779085219
0,79,ebaa8a21-d605-ea11-a2c3-c4346bcb1551,0.07590326918841195
0,85,f1aa8a21-d605-ea11-a2c3-c4346bcb1551,0.2027350967297175
0,98,feaa8a21-d605-ea11-a2c3-c4346bcb1551,0.14318349905816405
0,93,f9aa8a21-d605-ea11-a2c3-c4346bcb1551,0.08315531596786363
0,26,d2108127-d605-ea11-a2c3-c4346bcb1551,0.13713184499733921
0,94,faaa8a21-d605-ea11-a2c3-c4346bcb1551,0.16081841465550503
0,21,c7108127-d605-ea11-a2c3-c4346bcb1551,0.25394133880419284
0,29,db108127-d605-ea11-a2c3-c4346bcb1551,0.14058809263005917
0,34,ea108127-d605-ea11-a2c3-c4346bcb1551,0.13060418033775698
0,31,e1108127-d605-ea11-a2c3-c4346bcb1551,0.12831975265270126
0,36,f0108127-d605-ea11-a2c3-c4346bcb1551,0.17173557107442478
0,3,cc108127-d605-ea11-a2c3-c4346bcb1551,0.06328253165190852
0,18,f8108127-d605-ea11-a2c3-c4346bcb1551,0.18985242663067065
0,112,f4108127-d605-ea11-a2c3-c4346bcb1551,0.04869293932508257
