,sample,sim_id,age_cat,value
0,54,862f0527-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.034
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,28,6e7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.41741741741742
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,10,5e2f0527-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,64.233
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,30,707c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,64.895
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,44,7c2f0527-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,59.866
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,12,602f0527-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.219
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,34,747c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.372
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,114,b97c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,65.056
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,115,ba7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.121
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,70,8c7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.350350350350354
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,104,af7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.852
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,119,be7c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,63.369
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,106,b17c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,59.937
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,63,837c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.833833833833836
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,122,f57c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.814
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,110,b57c002e-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.791
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,90,7d85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.685
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,143,9b85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.839
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,125,3d85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.654
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,138,5b85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.837
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,81,6985f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,62.744
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,130,4785f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,63.683
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,148,a685f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.796
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,97,9285f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.597
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,150,ab85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.229
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,99,9685f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.291291291291294
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,152,af85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,61.470470470470474
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,87,7485f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.939
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,155,be85f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.316
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,169,3386f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.526
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,183,d7e3f739-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,63.567
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,196,efe3f739-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.889889889889886
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,158,c885f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.96
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,172,3786f833-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,20.0-40.0,60.8
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,198,f1e3f739-12b8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,160,2886f833-12b8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,160,2886f833-12b8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,160,2886f833-12b8-e911-a2c1-c4346bcb1555,3.0-5.0,
