,sample,sim_id,value
0,18,4d3ae147-b404-ea11-a2c3-c4346bcb1551,0.07602320697992444
0,3,3e3ae147-b404-ea11-a2c3-c4346bcb1551,0.08093236836148023
0,33,5c3ae147-b404-ea11-a2c3-c4346bcb1551,0.12838720674042003
0,68,973ae147-b404-ea11-a2c3-c4346bcb1551,0.06944588428712858
0,5,403ae147-b404-ea11-a2c3-c4346bcb1551,0.07744223948953323
0,71,9c3ae147-b404-ea11-a2c3-c4346bcb1551,0.0936174227741424
0,24,533ae147-b404-ea11-a2c3-c4346bcb1551,0.1263517320802705
0,9,443ae147-b404-ea11-a2c3-c4346bcb1551,0.07078095378411627
0,73,a73ae147-b404-ea11-a2c3-c4346bcb1551,0.07125242413412648
0,39,623ae147-b404-ea11-a2c3-c4346bcb1551,0.12925310447953497
0,76,b23ae147-b404-ea11-a2c3-c4346bcb1551,0.07191502538784529
0,13,483ae147-b404-ea11-a2c3-c4346bcb1551,0.06948517712463262
0,28,573ae147-b404-ea11-a2c3-c4346bcb1551,0.11748675135799484
0,65,933ae147-b404-ea11-a2c3-c4346bcb1551,0.07401195028983425
0,80,7dc8dc4d-b404-ea11-a2c3-c4346bcb1551,0.11570743835121144
0,45,d03ae147-b404-ea11-a2c3-c4346bcb1551,0.19030101761440807
0,42,c93ae147-b404-ea11-a2c3-c4346bcb1551,0.07917428499007667
0,97,a6c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.12142602091028706
0,48,d43ae147-b404-ea11-a2c3-c4346bcb1551,0.10894073188935607
0,113,e6c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.0770580289302974
0,50,d83ae147-b404-ea11-a2c3-c4346bcb1551,0.1532216489219175
0,114,ebc8dc4d-b404-ea11-a2c3-c4346bcb1551,0.16516876172590786
0,100,c0c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.10384811415343595
0,115,f1c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.06990010588899494
0,88,92c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.10846664841004726
0,53,e73ae147-b404-ea11-a2c3-c4346bcb1551,0.12437849274307637
0,103,c8c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.09466088280522855
0,118,f5c8dc4d-b404-ea11-a2c3-c4346bcb1551,0.14721373823716558
