11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] OutputFileMetadata --> {'Id': '_internal_id', 'Length': 'length', 'FriendlyName': 'friendly_name', 'PathFromRoot': 'path_from_root', 'Url': 'url', 'MimeType': 'mime_type'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] AssetFile --> {'FileName': 'file_name', 'MD5Checksum': 'md5_checksum', 'Length': 'length', 'Uri': 'uri'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] AssetCollectionFile --> {'RelativePath': 'relative_path', 'Tags': 'tags', 'FileName': 'file_name', 'MD5Checksum': 'md5_checksum', 'Length': 'length', 'Uri': 'uri'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] AssetCollection --> {'Id': 'id', 'DateCreated': 'date_created', 'Tags': 'tags', 'Assets': 'assets'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] Configuration --> {'EnvironmentName': 'environment_name', 'SimulationInputArgs': 'simulation_input_args', 'WorkingDirectoryRoot': 'working_directory_root', 'ExecutablePath': 'executable_path', 'NodeGroupName': 'node_group_name', 'MaximumNumberOfRetries': 'maximum_number_of_retries', 'Priority': 'priority', 'MinCores': 'min_cores', 'MaxCores': 'max_cores', 'Exclusive': 'exclusive', 'AssetCollectionId': 'asset_collection_id'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] SimulationFile --> {'FileType': 'file_type', 'Description': 'description', 'FileName': 'file_name', 'MD5Checksum': 'md5_checksum', 'Length': 'length', 'Uri': 'uri'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] WorkItemFile --> {'FileType': 'file_type', 'Description': 'description', 'FileName': 'file_name', 'MD5Checksum': 'md5_checksum', 'Length': 'length', 'Uri': 'uri'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] HpcJob --> {'Id': '_internal_id', 'JobId': 'job_id', 'JobState': 'job_state', 'Priority': 'priority', 'WorkingDirectory': 'working_directory', 'OutputDirectorySize': 'output_directory_size', 'SubmitTime': 'submit_time', 'StartTime': 'start_time', 'EndTime': 'end_time', 'ErrorMessage': 'error_message', 'Configuration': 'configuration'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] Simulation --> {'Id': 'id', 'ExperimentId': 'experiment_id', 'Name': 'name', 'Description': 'description', 'Owner': 'owner', 'DateCreated': 'date_created', 'LastModified': 'last_modified', 'SimulationState': 'state', 'ErrorMessage': 'error_message', 'Tags': 'tags', 'Configuration': 'configuration', 'Files': 'files', 'HPCJobs': 'hpc_jobs'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] Experiment --> {'Id': 'id', 'SuiteId': 'suite_id', 'Name': 'name', 'Description': 'description', 'Owner': 'owner', 'DateCreated': 'date_created', 'LastModified': 'last_modified', 'Tags': 'tags', 'Configuration': 'configuration'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] Suite --> {'Id': 'id', 'Name': 'name', 'Description': 'description', 'Owner': 'owner', 'DateCreated': 'date_created', 'LastModified': 'last_modified', 'Tags': 'tags', 'Configuration': 'configuration'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Data.SerializableEntity] WorkItem --> {'Id': 'id', 'Name': 'name', 'Worker': 'worker', 'EnvironmentName': 'environment_name', 'Description': 'description', 'Owner': 'owner', 'DateCreated': 'date_created', 'LastModified': 'last_modified', 'State': 'state', 'ErrorMessage': 'error_message', 'HostName': 'host_name', 'WorkerInstanceId': 'worker_instance_id', 'WorkItemPriority': 'priority', 'WorkingDirectory': 'working_directory', 'WorkingDirectorySize': 'working_directory_size', 'AssetCollectionId': 'asset_collection_id', 'Tags': 'tags', 'Files': 'files', 'Plugins': 'plugins'}
11/19 13:17:42 [DEBUG] [14352] [COMPS.Client] Parsed login host: ('https', 'comps.idmod.org', None)
11/19 13:18:15 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:15 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:15 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:15 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:15 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:15 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:15 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/Nhr2420Uzg4KErSYNjfVzEc5UGJPKXLx2.tRkPZ-l9Y_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXGVlNFwyY2JcNDkwXGVlNDJjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:15 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/da42d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:16 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/NoGZRi5zw-duFLvI3J1iLc5p7G7gi8C6t.iQ0gdlD1Q_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXGY3NFwyY2JcNDkwXGY3NDJjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:16 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/db42d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:17 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/TOelA5ybRNltd7y4EKhy.5bEgbguV6e5VjSf-mQBlj8_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXGZiNFwyY2JcNDkwXGZiNDJjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:17 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/dc42d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:18 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/Xsgbrj2lM.IFM05gA1-z1UUc9nVYHyTndPswRZA3l5Q_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXGZkNFwyY2JcNDkwXGZkNDJjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:18 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/dd42d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:19 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/Paixup3kt9RfQMq5EILmftxclgslIadSIIUSSPtj5u0_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXDA4NFwzY2JcNDkwXDA4NDNjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:19 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/de42d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/Xsr1lhEw072HmWVdiTZwBaYK4h5IIbIMQP-Q7QBWYtI_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXDBmNFwzY2JcNDkwXDBmNDNjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:20 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/df42d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:20 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/Preg2l4GIFqYFZc.gXYaqSiUsiLvfc4Qyrt0B4buJbo_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXDEzNFwzY2JcNDkwXDEzNDNjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:22 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/e042d837-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:22 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/AqjT.LBa8TwhnRf9rAnGb4-BgNkUcx2dDq.A94.ZfU4_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXDFlNFwzY2JcNDkwXDFlNDNjYjQ5LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:23 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/3c81d13d-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:23 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/3uZC-0TUOxMxqxz6jDbJvAD72AT3crGghYOASk6jTdw_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXDcyYVw1YjlcNTUwXDcyYTViOTU1LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:24 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/3d81d13d-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
11/19 13:18:24 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/download/MKy1JEZI3cQ0HWkLC2AHVko72..NNbN014XTzMWoVcY_/UmVzZXJ2ZWRGb3JGdXR1cmVVc2U_/XFxpbnRlcm5hbC5pZG0uY3RyXElETVxIb21lXGpvcnVzc2VsbFxvdXRwdXRcU3VndW5ndW1fMTB5ckJ1cm5fSXRlcjBfMjAxOTExMTlfMjAzNTUxXDc3YVw1YjlcNTUwXDc3YTViOTU1LTBjMGItZWExMS1hMmMzLWM0MzQ2YmNiMTU1MVxvdXRwdXRcTWFsYXJpYVN1bW1hcnlSZXBvcnRfTW9udGhseV9SZXBvcnQuanNvbg__/MalariaSummaryReport_Monthly_Report.json
11/19 13:18:24 [DEBUG] [15476] [COMPS.Client] REQUEST -> GET https://comps.idmod.org/asset/Simulations/3e81d13d-0c0b-ea11-a2c3-c4346bcb1551/Output {'flatten': 1}
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/DemographicsSummary.json -> DemographicsSummary.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/BinnedReport.json -> BinnedReport.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/MalariaSummaryReport_Monthly_Report.json -> MalariaSummaryReport_Monthly_Report.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [output/InsetChart.json -> InsetChart.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [campaign.json -> campaign.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [config.json -> config.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdErr.txt -> StdErr.txt] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [emodules_map.json -> emodules_map.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [StdOut.txt -> StdOut.txt] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [custom_reports.json -> custom_reports.json] to map
11/19 13:18:25 [DEBUG] [15476] [COMPS.Data.AssetManager] adding [status.txt -> status.txt] to map
